开放粤语词典（粤语拼音字调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
硕大	sèg dài	
硕大无比	sèg dài mow bẽy	
硕大无朋	sèg dài mow pank	
石灰	sèg füi	
石灰岩	sèg füi ngam	
硕果	sèg guõ	
石膏	sèg göw	
石匠	sèg jeòng	
石级	sèg käp	台阶
硕士	sèg sì	
硕士班	sèg sì bän	
硕士学位	sèg sì hòg wày	
石屎	sèg sĩ	石屑，碎石，混凝土
石头	sèg taw	
石油	sèg yaw	
石英表	sèg yënk bïu	
食	sèk	吃
食霸王饭	sèk bâ wong fàn	吃饭不付钱
食品	sèk bãnt	
食品厂	sèk bãnt cõng	
食品店	sèk bãnt dîm	
食品工业	sèk bãnt gönk yìb	
食品商	sèk bãnt seöng	
食品卫生	sèk bãnt wày sänk	
食品业	sèk bãnt yìb	
食品业者	sèk bãnt yìb jẽ	
食饱	sèk bãu	吃饱
食饱未	sèk bãu mèy	吃饱了吗？
食不充饥	sèk bät cönk gëy	
食不知味	sèk bät jï mèy	
食前方丈	sèk cenk föng jeòng	
食餐便饭	sèk cän bìn fàn	吃个便饭
食餐冇餸饭	sèk cän mów sônk fân	吃个便饭
食七咁食	sèk cät gâmp sèk	狼吞虎咽
食翅	sèk cî	吃鱼翅
食错药	sèk cô yeòg	吃错药
食得咸鱼抵得渴	sèk däk ham yeu dãy däk hôd	敢做敢当
食得咸鱼就要抵得渴	sèk däk ham yeu jàw yîu dãy däk hôd	敢做敢当
食得落	sèk däk lòg	吃得下
食得唔好嘥	sèk däk mõw säi	别暴殄天物
食道	sèk dòw	
食道癌	sèk dòw ngam	
食到嗒嗒声	sèk dôw däb däb sëng	吃得津津有味
食饭	sèk fàn	吃饭
食饭台	sèk fàn tõi	餐桌
食翻餐劲嘅	sèk fän cän gènk gê	吃大餐
食谷种	sèk gök jõnk	吃老本
食古不化	sèk gũ bät fâ	
食管	sèk gũn	
食管癌	sèk gũn ngam	
食闲口	sèk han hãw	吃零食
食口立湿	sèk hãw làp säp	吃零食
食杂	sèk jàb	吃荤
食滞	sèk jày	消化不良，吃腻了
食滞咗	sèk jày jõ	吃腻了
食斋	sèk jäi	吃素
食咗	sèk jõ	吃了
食早餐	sèk jõw cän	吃早餐
食粥	sèk jök	喝粥，吃稀饭
食指	sèk jĩ	
食指浩繁	sèk jĩ hòw fan	
食量	sèk leòng	
食唔饱	sèk m bãu	吃不饱
食唔切	sèk m cîd	来不及吃
食唔落	sèk m lòg	吃不下
食唔晒	sèk m sâi	吃不完
食唔安瞓唔落	sèk m ön fânt m lòg	吃不好睡不着
食埋	sèk mai	吃完
食无求饱	sèk mow kaw bãu	
食物	sèk màt	
食物店	sèk màt dîm	
食物中毒	sèk màt jônk dòk	
食物链	sèk màt lin	
食晚饭	sèk mán fàn	吃晚饭
食猫面	sèk mäu mìn	挨骂
食懵咗	sèk mõnk jõ	傻了，疯了，糊涂了
食柠檬	sèk nenk mönk	被拒绝，碰一鼻子灰
食蚁兽	sèk ngáy sâw	
食晏	sèk ngân	吃午饭
食晏仔	sèk ngân jãy	吃午饭
食姩	sèk nïn	吃奶
食脑	sèk nów	动脑筋，用脑力，用脑袋去想
食谱	sèk põw	
食晒	sèk sâi	吃掉，吃光
食塞米	sèk säk máy	白吃饭
食西北风	sèk säy bäk fönk	喝西北风
食色性也	sèk sëk sênk yá	
食肆	sèk sî	餐馆
食消夜	sèk sïu yẽ	吃夜宵，吃宵夜
食…送…	sèk sônk	就着吃，搭配着吃，…就…，用…下…
食水太深	sèk sõy tâi sämp	要价太高
食死猫	sèk sẽy mäu	吃哑巴亏
食堂	sèk tong	
食皇家饭	sèk wong gä fàn	坐牢，进监狱
食碗面反碗底	sèk wũn mĩn fãn wũn dãy	吃里扒外，恩将仇报
食人	sèk yant	
食人族	sèk yant jòk	
食油	sèk yaw	
食药	sèk yeòg	吃药
食盐	sèk yim	
食盐仲多过你食米	sèk yim jònk dö guô néy sèk máy	过的桥比你走的路还多
食言	sèk yin	
食言而肥	sèk yin yi fey	
食嘢	sèk yé	吃东西
食烟	sèk yïn	抽烟
食烟仔	sèk yïn jãy	抽烟，抽香烟
食欲	sèk yòk	
食欲	sèk yòk	
食欲不佳	sèk yòk bät gäi	
食欲不振	sèk yòk bät jânt	
食用	sèk yònk	
食用盐	sèk yònk yim	
剩余	sènk yeu	
地积	sèy jëk	
社稷	sé jëk	
社区	sé köy	
社论	sé lònt	
社会	sé wùi	
卸膊	sê bôg	推卸責任，撂挑子
猞猁	sê lèy	
赦免	sê mín	
赦宥	sê yàw	
锡	sêg	吻，亲嘴
锡	sêg	疼，疼爱
锡晒	sêg sâi	非常疼爱，十分疼爱
锡晒你	sêg sâi néy	很疼你，十分疼爱你
锡身	sêg sänt	怕死，不尽力，会养生，贪生怕死
锡士	sêg sĩ	性感
锡坏	sêg wài	惯坏
锡一啖	sêg yät dàm	吻一下，亲一下
鍟	sêng	锈
胜败	sênk bài	
胜败乃兵家常事	sênk bài nái bënk gä seong sì	
性病	sênk bènk	
性别	sênk bìd	
性别	sênk bìd	
性变态	sênk bîn tâi	
性情	sênk cenk	
性情平和	sênk cenk penk wo	
性趣	sênk côy	
性取向	sênk cõy heông	
圣诞咭	sênk dân kät	圣诞卡
胜地	sênk dèy	
胜负	sênk fù	
胜瓜	sênk guä	丝瓜
胜过	sênk guô	
性格	sênk gâg	
性教育	sênk gâu yòk	
性感	sênk gãmp	
性感尤物	sênk gãmp yaw màt	
性急	sênk gäp	
性交	sênk gäu	
性激素	sênk gëk sôw	
性经验	sênk gënk yìm	
胜景	sênk gẽnk	
性行为	sênk hank way	
性向	sênk heông	
胜券	sênk heûn	
性器官	sênk hêy gün	
胜仗	sênk jeông	
性质	sênk jät	
胜之不武	sênk jï bät mów	
性知识	sênk jï sëk	
胜利	sênk lèy	
性理	sênk léy	
姓名	sênk menk	
性无能	sênk mow nank	
性命	sênk mènk	
性命不保	sênk mènk bät bõw	
性能	sênk nank	
胜算	sênk seûn	
姓氏	sênk sì	
胜诉	sênk sôw	
圣人	sênk yant	
性欲	sênk yòk	
性爱	sênk ôi	
四不像	sêy bät jeòng	
四便	sêy bìn	四面，四周，周围，四下里
四边	sêy bïn	
四边四便	sêy bïn sêy bìn	四周，周围
四边形	sêy bïn yenk	
四处	sêy ceû	
四处奔走	sêy ceû bänt jãw	
四处寻找	sêy ceû camp jãu	
四处张望	sêy ceû jeöng mòng	
四川人	sêy ceün yant	
四重	sêy conk	
四重唱	sêy conk ceông	
四重奏	sêy conk jâw	
四千蚊度	sêy cïn mänt dõw	四千块左右，四千元左右，
四大皆空	sêy dài gäi hönk	
四点	sêy dĩm	
四点钟	sêy dĩm jönk	
四方	sêy föng	
四方八面	sêy föng bâd mìn	
四脚朝天	sêy geôg ciu tïn	
四脚蛇	sêy geôg se	
四季	sêy guây	
四季豆	sêy guây dàw	
四季如春	sêy guây yeu cönt	
四个字	sêy gô jì	二十分钟
四角	sêy gôg	
四角帽	sêy gôg mòw	
四角形	sêy gôg yenk	
四合院	sêy hàb yeùn	
四海	sêy hõi	
四海为家	sêy hõi way gä	
四开	sêy höi	
四开本	sêy höi bũn	
四仔	sêy jãy	色情片
四仔台	sêy jãy toi	成人电视台
四周围	sêy jäw way	到处，四处，四周
四正	sêy jêng	端正，方正，整齐
四肢	sêy jï	
四肢无力	sêy jï mow lèk	
四级	sêy käp	
四两拨千斤	sêy leõng bûd cïn gänt	
四物汤	sêy màt töng	
四面	sêy mìn	
四面八方	sêy mìn bâd föng	
四面楚歌	sêy mìn cõ gö	
四面受困	sêy mìn sàw kuânt	
四年级	sêy nin käp	
四平八正	sêy penk bâd jêng	端端正正，整整齐齐
四平八稳	sêy penk bâd wãnt	
四书五经	sêy seü ńg gënk	
四十	sêy sàp	
四星	sêy sënk	
四星级	sêy sënk käp	
四通八达	sêy tönk bâd dàd	
四围	sêy way	到处，四处，四周
四围扑	sêy way pôg	到处奔波
四月	sêy yeùd	
四月份	sêy yeùd fànt	
四十蚊	sêy à mänt	四十块
些许	së hõy	
些微	së mey	
些少	së sĩu	
识	sëk	认识
识	sëk	会，能够
饰品	sëk bãnt	
惜别	sëk bìd	
识别	sëk bìd	
识别证	sëk bìd jênk	
识别字	sëk bìd jì	
识别力	sëk bìd lèk	
识别码	sëk bìd má	
识辨	sëk bìn	
色情	sëk cenk	
色情电影	sëk cenk dìn yẽnk	
色情行业	sëk cenk hong yìb	
色情杂志	sëk cenk jàb jî	
色情片	sëk cenk pĩn	
识穿	sëk ceün	识破
识趣	sëk côy	
色彩	sëk cõi	
色彩学	sëk cõi hòg	
识得	sëk däk	认得，认识，懂得
熄灯	sëk dänk	关灯
色调	sëk dìu	
识啲啲扮老师	sëk dï dï bàn lów sï	会一点点就以为自己可以当教师了
识啲唔识啲	sëk dï m sëk dï	一知半解，似懂非懂，又会又不会
色度	sëk dòw	
色度计	sëk dòw gây	
适当	sëk dông	
识多见广	sëk dö gîn guõng	
释放	sëk fông	
媳妇	sëk fú	
色鬼	sëk guãy	
熄机	sëk gëy	关机，把机器关掉
识见	sëk gîn	
识讲	sëk gõng	会说
识讲嘢	sëk gõng yé	口若悬河，能言善辩
色系	sëk hày	
息口	sëk hãw	利息
色泽	sëk jàg	
适值	sëk jèk	正好
色即是空	sëk jëk sì hönk	
识字	sëk jì	
识字班	sëk jì bän	
识字率	sëk jì lòt	
色狼	sëk long	
色厉内荏	sëk lày nòi yámp	
淅沥沥	sëk lëk lëk	
识路	sëk lòw	认识路
拭泪	sëk lòy	
识捞	sëk löw	会挣钱，会钻营，会往上爬
色盲	sëk mang	
色盲症	sëk mang jênk	
饰物	sëk màt	
熄灭	sëk mìd	
色目人	sëk mòk yant	
拭目以待	sëk mòk yí dòi	
识谂	sëk nãmp	会想、会动脑
息怒	sëk nòw	
识朋友	sëk pank yáw	交朋友
识破	sëk pô	
识相	sëk seông	
熄匙	sëk si	把引擎关掉
识时务	sëk si mòw	
识时务者为俊杰	sëk si mòw jẽ way jônt gîd	
识食	sëk sèk	会吃
识性	sëk sênk	懂事，有出息
识识哋	sëk sëk dẽy	会一点
息息相关	sëk sëk seöng guän	
色士风	sëk sì fönk	萨克斯风，萨克斯管
色素	sëk sôw	
色素体	sëk sôw tãy	
色水	sëk sõy	颜色，色泽
蟋蟀	sëk söt	
识少少扮代表	sëk sĩu sĩu bàn dòi bĩu	自作聪明，自以为是
识弹唔识唱	sëk tan m sëk ceông	只会说不会做
识途老马	sëk tow lów má	
识叹	sëk tân	会享受，懂得享受
识睇	sëk tãy	看得懂
识听	sëk tëng	听得懂
识人要带眼	sëk yant yîu dâi ngán	交友要分清好人坏人，交友要善于辨别好人坏人
识游水	sëk yaw sõy	会游泳
昔日	sëk yàt	
识饮识食	sëk yãmp sëk sèk	会吃会喝，懂得吃喝
蜥蜴	sëk yèk	
识认	sëk yènk	标记，特殊的记号
适应	sëk yênk	
色欲	sëk yòk	
声	sëng	声音
声喉	sëng haw	嗓子，嗓门
声喉坼	sëng haw câg	嗓子沙哑，嗓子嘶哑，嗓子破
声喉沙	sëng haw sâ	嗓子沙哑
声气	sëng hêy	希望
声沙	sëng sä	声音沙哑
星	sënk	星
腥臭	sënk câw	
腥臭味	sënk câw mèy	
声称	sënk cënk	
升迁	sënk cïn	
升速	sënk cök	
声速	sënk cök	
升出	sënk cöt	
声带	sënk dâi	
升等	sënk dãnk	
升等考试	sënk dãnk hãu sî	
升斗小民	sënk dãw sĩu mant	
声调	sënk dìu	
声东击西	sënk dönk gëk säy	
升幅	sënk fök	
腥风血雨	sënk fönk heûd yeú	
星君	sënk guänt	胡闹，调皮捣蛋
星君仔	sënk guänt jãy	星君仔
声价	sënk gâ	
升降	sënk gông	
升降机	sënk gông gëy	
升高	sënk göw	
升官	sënk gün	
升官发财	sënk gün fâd coi	
腥气	sënk hêy	
升学	sënk hòg	
星空	sënk hönk	
升空	sënk hönk	
升起	sënk hẽy	
星际	sënk jây	
升值	sënk jèk	
腥膻	sënk jïn	
星球	sënk kaw	
升旗	sënk key	
星期	sënk key	
升旗典礼	sënk key dĩn láy	
升级	sënk käp	
升力	sënk lèk	
声名	sënk menk	
声明	sënk menk	
声名大噪	sënk menk dai côw	
声明书	sënk menk seü	
声名远播	sënk menk yeún bô	
声门	sënk mun	
升幂	sënk mèk	
升幂级数	sënk mèk käp sôw	
腥味	sënk mèy	
声望	sënk mòng	
声母	sënk mów	
星辰表	sënk sant bïu	
升势	sënk sây	
声势	sënk sây	
声势浩大	sënk sây hòw dài	
声色	sënk sëk	
星星	sënk sënk	
惺忪	sënk sönk	
腥臊	sënk söw	
升堂入室	sënk tong yàp sät	
升天	sënk tïn	
声讨	sënk tõw	
升华	sënk wa	
声援	sënk wun	
升温	sënk wänt	
声誉	sënk yeù	
升任	sënk yàmp	
声音	sënk yämp	
士巴拿	sì bä nã	扳手，扳子，螺旋钳
士啤	sì bë	备用，备用物
士啤肽	sì bë täi	备用车轮
士兵	sì bënk	
事变	sì bîn	
是必	sì bïd	一定
侍仆	sì bòk	
事半功倍	sì bûn gönk púi	
士钵恤	sì büd söt	运动衣
事情	sì cenk	
事情多罗罗	sì cenk dö lo lo	事情多多的
事前	sì cin	
侍从	sì conk	
是次	sì cî	
是但	sì dàn	随便
是但你拣	sì dàn néy gãn	由你决定
是但呀	sì dàn â	随便吧
士担	sì däm	邮票
士的	sì dëk	手杖，拐杖，拐棍
事到如今	sì dôw yeu gämp	
士多	sì dö	小商店
士多啤梨	sì dö bë lẽy	草莓
士多房	sì dö fõng	堆房，储藏室
示范	sì fàn	
事发	sì fâd	
是非	sì fëy	
是非多罗罗	sì fëy dö lo lo	是非多多的
是非自有公论	sì fëy jì yáw gönk lònt	
是非之地	sì fëy jï dèy	
是非曲直	sì fëy kök jèk	
侍奉	sì fònk	
事关	sì guän	因为，由于
事过境迁	sì guô gẽnk cïn	
事隔多年	sì gâg dö nin	
事件	sì gìn	
视觉	sì gôg	
视角	sì gôg	
视觉神经	sì gôg sant gënk	
事干	sì gôn	事儿，事情
事故	sì gû	
侍候	sì hàw	
事后	sì hàw	
士气	sì hêy	
事项	sì hòng	
侍仔	sì jãy	服务员
事在人为	sì jòi yant way	
仕进	sì jônt	
侍者	sì jẽ	
视力	sì lèk	
士叻	sì lëk	虫胶
士碌架	sì lök gã	撞球，台球，桌球
事物	sì màt	
事务	sì mòw	
侍女	sì nóy	
仕女	sì nóy	
仕女图	sì nóy tow	
视频	sì pant	
事倍功半	sì púi gönk bûn	
事实	sì sàt	
事实上	sì sàt seòng	
事实胜于雄辩	sì sàt sênk yeü honk bìn	
是是但但	sì sì dàn dàn	随随便便，随便一点
是是非非	sì sì fëy fëy	
事先	sì sïn	
视死如归	sì sẽy yeu guäy	
事头婆	sì taw po	老板娘
莳田	sì tin	插秧
侍童	sì tonk	
仕途	sì tow	
事态	sì tâi	
事头	sì tãw	老板
士挞胆	sì täd dãm	启辉器，起动器
视听	sì tënk	
仕宦	sì wàn	
侍卫	sì wày	
侍卫长	sì wày jeõng	
示威	sì wäy	
示威游行	sì wäy yaw hank	
视阈	sì wèk	
豉油	sì yaw	酱油
豉油碟	sì yaw dìb	酱油碟子
豉油樽	sì yaw jönt	酱油瓶
视若无睹	sì yeòg mow dõw	
视若无人	sì yeòg mow yant	
事与愿违	sì yeùn way	
事宜	sì yi	
视而不见	sì yi bät gîn	
视野	sì yé	
侍应	sì yênk	服务员
事业	sì yìb	
事业心	sì yìb sämp	
事已如此	sì yí yeu cĩ	
示意	sì yî	
蚀	sìd	亏损
蚀本	sìd bũn	亏本，赔本
蚀本货	sìd bũn fô	亏本货
蚀本生意	sìd bũn säng yî	亏本生意
蚀本贷	sìd bũn tâi	亏本贷款
蚀钱	sìd cĩn	亏本，亏钱
蚀底	sìd dãy	吃亏，不合算
蚀晒大本	sìd sâi dài bũn	亏了大本
赡养费	sìm yeóng fây	
善罢甘休	sìn bà gämp yäw	
善辩	sìn bìn	
善变	sìn bîn	
善报	sìn bôw	
掸邦	sìn böng	
善本	sìn bũn	
善始善终	sìn cí sìn jönk	
善待	sìn dòi	
善根	sìn gänt	
善举	sìn gõy	
善行	sìn hank	
善后	sìn hàw	
善后事宜	sìn hàw sì yi	
擅自	sìn jì	
善战	sìn jîn	
掸族	sìn jòk	
善哉	sìn jöi	
善终	sìn jönk	
善忘	sìn mong	
羨慕	sìn mòw	
羡慕	sìn mòw	
善男信女	sìn nam sônt nóy	
善心	sìn sämp	
膳食	sìn sèk	
善性	sìn sênk	
善事	sìn sì	
善士	sìn sì	
善思	sìn sï	
掸人	sìn yant	
善人	sìn yant	
禅让	sìn yeòng	
善于	sìn yeü	
善言	sìn yin	
善有善报	sìn yáw sìn bôw	
善意	sìn yî	
善恶	sìn ôg	
善恶不分	sìn ôg bät fänt	
绍菜	sìu côi	大白菜
绍酒	sìu jãw	绍兴黄酒，料酒
肇事	sìu sì	
肇事者	sìu sì jẽ	
兆头	sìu taw	
肇祸	sìu wò	
市场	sí ceong	
市价	sí gâ	
市长	sí jeõng	
市集	sí jàb	
市值	sí jèk	
市政府	sí jênk fũ	
市占率	sí jîm lòt	
市井	sí jẽnk	
市井小民	sí jẽnk sĩu mant	
市区	sí köy	
市民	sí mant	
擅长	sín ceong	
善良	sín leong	
鳝鱼	sín yeu	
试过	sî guô	曾经，曾有过，曾经有过，曾经出现过
试过有一次	sî guô yáw yät cî	曾经有一次
试镜	sî gêng	试拍
试吓	sî há	试试看
嗜好	sî hôw	
使节	sî jîd	
使者	sî jẽ	
肆无忌惮	sî mow gèy dàn	
使命	sî mènk	
使命感	sî mènk gãmp	
试味	sî mèy	尝味，尝一下味道
试味道	sî mèy dòw	尝味，尝一下味道
使女	sî nóy	
使臣	sî sant	
嗜杀成性	sî sâd senk sênk	
试衫房	sî säm fõng	更衣室
试身	sî sänt	试穿，试衣
试图	sî tow	
使徒	sî tow	
肆虐	sî yeòg	
是日例汤	sî yàt lày töng	当天卖的汤，当天的普通汤
试验	sî yìm	
肆意	sî yî	
摄	sîb	垫，塞，插，掖，塞入
摄青鬼	sîb cëng guãy	行踪飘忽、行为诡秘的人
摄高	sîb göw	垫高
涉及	sîb kàp	
摄录	sîb lòk	拍摄，摄像
摄录机	sîb lòk gëy	摄像机，录像机
摄蚊帐	sîb mänt jeông	掖蚊帐
摄牙罅	sîb nga lâ	塞牙缝
摄石	sîb sèg	磁石，磁铁，吸铁石
摄氏	sîb sì	
摄氏度	sîb sì dòw	
摄铁	sîb tîd	磁铁
摄入去	sîb yàp hôy	塞进去
摄入嚟	sîb yàp ley	塞进来
摄影	sîb yẽnk	
摄影机	sîb yẽnk gëy	
摄影师	sîb yẽnk sï	
窃贼	sîd càg	
窃取	sîd cõy	
亵渎	sîd dòk	
窃盗	sîd dòw	
窃盗罪	sîd dòw jòy	
窃犯	sîd fãn	
窃国	sîd guôg	
窃国贼	sîd guôg càg	
窃据	sîd gôy	
窃喜	sîd hẽy	
楔子	sîd jĩ	
窃窃私语	sîd sîd sï yeú	
窃窃私议	sîd sîd sï yí	
窃笑	sîd sîu	
舌头	sîd taw	
窃听	sîd tënk	
窃听	sîd tënk	
窃听器	sîd tënk hêy	
窃位	sîd wày	
楔形	sîd yenk	
窃用	sîd yònk	
窃案	sîd ôn	
跣	sîn	打滑，摔
跣	sîn	害，陷害
嬗变	sîn bîn	
线步	sîn bòw	针脚
扇贝	sîn bûi	
煽情	sîn cenk	
跣亲	sîn cänt	滑倒
煽动	sîn dònk	
煽火	sîn fõ	
跣脚	sîn geôg	滑脚
线桄	sîn guông	
跣跤	sîn gäu	摔跤
骟鸡	sîn gäy	阉鸡，阉过的公鸡
跣咗一脚	sîn jõ yät geôg	滑了一脚
跣咗一跤	sîn jõ yät gäu	摔了一跤
跣落	sîn lòg	滑下
跣落去	sîn lòg hôy	滑下去
线络	sîn lôg	网兜
骟马	sîn má	
腺癌	sîn ngam	
线衫	sîn säm	汗衫
线索	sîn sôg	
线条	sîn tiu	
少	sîu	少爷
笑	sîu	笑话
少	sîu	丈夫的兄弟
少不更事	sîu bät gänk sì	
笑称	sîu cënk	
笑大人个口	sîu dài yant gô hãw	笑死人，可笑
笑到见牙唔见眼	sîu dôw gîn nga m gîn ngán	笑得合不拢嘴，笑得眼睛都瞇缝了
笑到畸畸声	sîu dôw kï kï sëng	嘻哈地笑
笑到肚刺	sîu dôw tów cêg	笑疼了肚子
少校	sîu gâu	
少将	sîu jeông	
少林寺	sîu lamp jĩ	
少男	sîu nam	
少年	sîu nin	
少女	sîu nóy	
笑声	sîu sënk	
笑笑口	sîu sîu hãw	微笑
笑笑口噉讲	sîu sîu hãw gãmp gõng	微笑着说
笑笑口话	sîu sîu hãw wã	笑着说
少尉	sîu wây	
笑吟吟	sîu yamp yamp	笑嘻嘻
少爷	sîu ye	
笑容	sîu yonk	
笑容可掬	sîu yonk hõ gök	
笑靥	sîu yîb	
丝绸	sï caw	
私处	sï ceû	
思忖	sï ceũn	
私产	sï cãn	
蓍草	sï cõw	
师出无名	sï cöt mow menk	
丝带	sï dãi	
私底下	sï dãy hà	
私党	sï dõng	
施肥	sï fey	
私房	sï fong	
私房钱	sï fong cin	
师范	sï fàn	
师范大学	sï fàn dài hòg	
师范学校	sï fàn hòg hàu	
师范学院	sï fàn hòg yeùn	
私法	sï fâd	
司法	sï fâd	
丝发	sï fâd	丝绸，绸缎，真丝
司法部	sï fâd bòw	
司法部长	sï fâd bòw jeõng	
司法独立	sï fâd dòk làb	
司法界	sï fâd gâi	
司法机关	sï fâd gëy guän	
司法官	sï fâd gün	
丝发戏服	sï fâd hêy fòk	绸缎戏服
司法制度	sï fâd jây dòw	
司法权	sï fâd keun	
司法院	sï fâd yeùn	
司法院长	sï fâd yeùn jeõng	
私访	sï fõng	
师父	sï fũ	
师傅	sï fũ	
私家	sï gä	
私家	sï gä	私人的
私家车	sï gä cë	私人汽车
私家医生	sï gä yï sänk	私人医生
私交	sï gäu	
司机	sï gëy	司机
诗歌	sï gö	
师姑	sï gü	尼姑
私下	sï hà	
思考	sï hãu	
思考方式	sï hãu föng sëk	
诗兴大发	sï hênk dài fâd	
师兄	sï hënk	
私枭	sï hïu	
司空	sï hönk	
司空见惯	sï hönk gîn guân	
诗集	sï jàb	
私自	sï jì	
师资	sï jï	
蓍占	sï jïm	
师祖	sï jõw	
狮子	sï jĩ	
司寇	sï kâw	
私立	sï làb	
私立学校	sï làb hòg hàu	
司令	sï lènk	
司令部	sï lènk bòw	
司令官	sï lènk gün	
司令台	sï lènk toi	
司令员	sï lènk yeun	
撕裂	sï lìd	
思虑	sï lòy	
斯文	sï mant	
丝袜	sï màt	
司马	sï má	
师奶	sï näi	家庭主妇，家庭妇女，妇人，夫人，太太
私仇	sï saw	
私船	sï seun	
思想	sï seõng	
厮杀	sï sâd	
厮守	sï sãw	
私心	sï sämp	
师生	sï sänk	
私生子	sï sänk jĩ	
私生女	sï sänk nóy	
私生活	sï sänk wùd	
司士	sï sì	
私事	sï sì	
斯斯文文	sï sï mant mant	很斯文
思思缩缩	sï sï sök sök	拘束，蹑手蹑脚，缩成一团
私塾	sï sòk	
私信	sï sônt	
撕碎	sï sôy	
思缩	sï sök	拘束，不大方
施舍	sï sẽ	
师徒	sï tow	
司徒	sï tow	
师太	sï tãi	师母，师娘
尸体	sï tãy	
私吞	sï tänt	
思维	sï way	
尸位素餐	sï wày sôw cän	
诗人	sï yant	
私人	sï yant	
私人秘书	sï yant bêy seü	
私营	sï yenk	
私营企业	sï yenk kéy yìb	
施虐	sï yeòg	
司仪	sï yi	
思疑	sï yi	怀疑
私有	sï yáw	
私有财产	sï yáw coi cãn	
私有制	sï yáw jây	
私隐	sï yãnt	
私隐	sï yãnt	隐私
私隐权	sï yãnt keun	隐私权
诗意	sï yî	
私欲	sï yòk	
私用	sï yònk	
CIB	sï äy bï	刑事情报科
先	sïn	才，再
先秦	sïn cont	
鲜彩	sïn cõi	
先得	sïn däk	才好，才行
鲜度	sïn dòw	
先睹为快	sïn dõw way fâi	
先发制人	sïn fâd jây yant	
鲜花	sïn fä	
先锋	sïn fönk	
鲜果	sïn guõ	
先见之明	sïn gîn jï menk	
先嗰排	sïn gõ pãi	前些日子
仙境	sïn gẽnk	
先行	sïn hank	
先行者	sïn hank jẽ	
鲜血	sïn heûd	
鲜血淋漓	sïn heûd lamp ley	
鲜红	sïn honk	
鲜红色	sïn honk sëk	
仙鹤	sïn hòg	
先至	sïn jî	才，再
先至唔会	sïn jî m wúi	才不会
先知	sïn jï	
先进	sïn jônt	
先祖	sïn jõw	
先驱	sïn köy	
鲜亮	sïn leòng	
鲜丽	sïn lày	
先礼后兵	sïn láy hàw bënk	
鲜绿	sïn lòk	
鲜绿色	sïn lòk sëk	
鲜明	sïn menk	
鲜明对比	sïn menk dôy bẽy	
先晚	sïn mán	前晚
鲜味	sïn mèy	
鲜美	sïn méy	
鲜嫩	sïn neùn	
鲜奶	sïn nái	
鲜奶油	sïn nái yaw	
先排	sïn pãi	前些时候
先时	sïn si	以前
先生	sïn säng	老师
先生	sïn säng	
先小人后君子	sïn sĩu yant hàw guänt jĩ	
先头	sïn taw	钢材
鲜甜	sïn tim	鲜美，鲜
鲜鱼	sïn yeu	
鲜乳	sïn yeú	
先一排	sïn yät pãi	前些日子
鲜艳	sïn yìm	
鲜衣美食	sïn yï méy sèk	
鲜肉	sïn yòk	
烧	sïu	烤
烧饼	sïu bẽng	
烧饼油条	sïu bẽng yaw tiu	
烧肠	sïu ceõng	香肠
烧枪	sïu ceöng	放枪，打枪
烧亲	sïu cänt	烧伤
消防	sïu fong	
消防车	sïu fong cë	
消防队	sïu fong dòy	
消防局	sïu fong gòk	
消防喉	sïu fong haw	消防水龙，消防水带，消防水管
消防喉辘	sïu fong haw lök	消防水龙，消防水带，消防水管
消防员	sïu fong yeun	
消防安全	sïu fong ön ceun	
消化	sïu fâ	
消化不良	sïu fâ bät leong	
消化道	sïu fâ dòw	
消化管	sïu fâ gũn	
消化系统	sïu fâ hày tõnk	
消化器官	sïu fâ hêy gün	
消化液	sïu fâ yèk	
消费	sïu fây	
消费者	sïu fây jẽ	
韶光	sïu guöng	
烧硷	sïu gãn	
烧鸡	sïu gäy	烤鸡
消极	sïu gèk	
消闲	sïu han	
烧香	sïu heöng	
烧烤	sïu häu	
消遣	sïu hĩn	
烧猪	sïu jeü	烤猪
烧焦	sïu jïu	
烧咗灰士	sïu jõ fïu sĩ	保险丝烧了
销量	sïu leòng	
烧腊	sïu làb	腊制肉食，烤制肉食的统称
烧录器	sïu lòk hêy	
烧味	sïu mẽy	烧烤肉食的总称
烧鸭	sïu ngâb	烤鸭
烧鹅	sïu ngõ	烤鹅
烧燶咗	sïu nönk jõ	烧焦了
烧炮仗	sïu pâu jeõng	放鞭炮
烧伤	sïu seöng	
潇湘	sïu seöng	秀气，苗条
销售	sïu sàw	
消受	sïu sàw	
潇洒	sïu sã	
潇洒自如	sïu sã jì yeu	
消失	sïu sät	
消息	sïu sëk	
潇潇	sïu sïu	
销士	sïu sĩ	推销员
销魂	sïu want	
烧毀	sïu wãy	
烧乳猪	sïu yeú jeü	烤小猪
逍遥	sïu yiu	
逍遥法外	sïu yiu fâd ngòi	
逍遥自在	sïu yiu jì jòi	
烧嘢食	sïu yé sèk	烤烧
烧肉	sïu yòk	烤猪肉
消夜	sïu yẽ	宵夜，夜宵，吃夜宵，吃宵夜
属地	sòk dèy	
熟档	sòk dông	熟悉，内行
属国	sòk guôg	
赎金	sòk gämp	
