开放粤语词典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
云云	ˌwɐn ˌwɐn	
芸芸	ˌwɐn ˌwɐn	
匀匀	ˌwɐn ˌwɐn	每次
云耳	ˌwɐn ˏji	木耳
云雨	ˌwɐn ˏjy	
云母	ˌwɐn ˏmou	
云母石	ˌwɐn ˏmou _sɛk	
宏观	ˌwɐŋ 'gun	
宏大	ˌwɐŋ _dai	
宏业	ˌwɐŋ _jip	
宏愿	ˌwɐŋ _jyn	
宏论	ˌwɐŋ _lœn	
宏亮	ˌwɐŋ _lœŋ	
宏硕	ˌwɐŋ _sɛk	
宏儒	ˌwɐŋ ˌjy	
弘扬	ˌwɐŋ ˌjœŋ	
宏扬	ˌwɐŋ ˌjœŋ	
宏谟	ˌwɐŋ ˌmou	
宏图	ˌwɐŋ ˌtou	
宏图大展	ˌwɐŋ ˌtou _dai ´dzin	
宏伟	ˌwɐŋ ˏwɐi	
禾	ˌwɔ	稻子，水稻，稻苗，禾苗
㖞	ˌwɔ	喔
禾造	ˌwɔ _dzou	水稻的收成
和服	ˌwɔ _fʊk	
和睦	ˌwɔ _mʊk	
和事老	ˌwɔ _si ˏlou	
和善	ˌwɔ _sin	
和尚	ˌwɔ _sœŋ	
禾秆	ˌwɔ ´gɔn	稻草
禾秆草	ˌwɔ ´gɔn ´tsou	稻草
和好	ˌwɔ ´hou	
和煦	ˌwɔ ´hœy	
和尚	ˌwɔ ´sœŋ	
和蔼	ˌwɔ ´ɔi	
和谐	ˌwɔ ˌhai	
禾镰	ˌwɔ ˌlim	镰刀
和平	ˌwɔ ˌpɪŋ	
和平共存	ˌwɔ ˌpɪŋ _gʊŋ ˌtsyn	
和平共处	ˌwɔ ˌpɪŋ _gʊŋ ˏtsy	
和平鸽	ˌwɔ ˌpɪŋ ¯gɐp	
和平谈判	ˌwɔ ˌpɪŋ ˌtam ¯pun	
禾塘	ˌwɔ ˌtɔŋ	晒场
黄	ˌwɔŋ	熟，成熟
黄花筒	ˌwɔŋ 'fa ´tʊŋ	黄花鱼
黄花筒咸鱼	ˌwɔŋ 'fa ´tʊŋ ˌham ˌjy	咸黄花鱼
王妃	ˌwɔŋ 'fei	
黄蜂	ˌwɔŋ 'fʊŋ	马蜂
黄蜂窦	ˌwɔŋ 'fʊŋ ¯dɐu	马蜂窝
黄蜂巢	ˌwɔŋ 'fʊŋ ˌtsau	
皇家	ˌwɔŋ 'ga	
皇家饭店	ˌwɔŋ 'ga _fan ¯dim	监狱
皇冠	ˌwɔŋ 'gun	
黄瓜酸	ˌwɔŋ 'gwa 'syn	腌酸黄瓜，酸黄瓜
黄瓜造	ˌwɔŋ 'gwa _dzou	黄瓜旺季
黄金	ˌwɔŋ 'gɐm	
黄猄	ˌwɔŋ 'gɛŋ	麂子
皇宫	ˌwɔŋ 'gʊŋ	
王宫	ˌwɔŋ 'gʊŋ	
皇恩浩荡	ˌwɔŋ 'jɐn _hou _dɔŋ	
黄色	ˌwɔŋ 'sik	
黄色架步	ˌwɔŋ 'sik ¯ga _bou	色情场所
皇室	ˌwɔŋ 'sɐt	
王室	ˌwɔŋ 'sɐt	
皇叔	ˌwɔŋ 'sʊk	
皇天	ˌwɔŋ 'tin	
皇天后土	ˌwɔŋ 'tin _hɐu ´tou	
皇亲	ˌwɔŋ 'tsɐn	
皇亲国戚	ˌwɔŋ 'tsɐn ¯gwɔk 'tsik	
王道	ˌwɔŋ _dou	
皇族	ˌwɔŋ _dzʊk	
皇族内阁	ˌwɔŋ _dzʊk _nɔi ¯gɔk	
皇后	ˌwɔŋ _hɐu	
皇历	ˌwɔŋ _lik	
遑论	ˌwɔŋ _lœn	
黄绿医生	ˌwɔŋ _lʊk 'ji 'saŋ	庸医，江湖医生
皇上	ˌwɔŋ _sœŋ	
皇位	ˌwɔŋ _wɐi	
王位	ˌwɔŋ _wɐi	
皇帝	ˌwɔŋ ¯dɐi	
王国	ˌwɔŋ ¯gwɔk	
皇气	ˌwɔŋ ¯hei	警察，警方
皇太后	ˌwɔŋ ¯tai _hɐu	
皇太子	ˌwɔŋ ¯tai ´dzi	
王子	ˌwɔŋ ´dzi	
黄犬	ˌwɔŋ ´hyn	蚯蚓
惶恐	ˌwɔŋ ´hʊŋ	
黄疸	ˌwɔŋ ´tan	
王侯	ˌwɔŋ ˌhɐu	
王侯将相	ˌwɔŋ ˌhɐu ¯dzœŋ ¯sœŋ	
黄蜞	ˌwɔŋ ˌkei	蚂蟥
王权	ˌwɔŋ ˌkyn	
皇权	ˌwɔŋ ˌkyn	
黄梁一梦	ˌwɔŋ ˌlœŋ 'jɐt _mʊŋ	
黄泥	ˌwɔŋ ˌnɐi	黄土
王牌	ˌwɔŋ ˌpai	
王牌军	ˌwɔŋ ˌpai 'gwɐn	
黄袍	ˌwɔŋ ˌpou	
黄袍加身	ˌwɔŋ ˌpou 'ga 'sɐn	
皇朝	ˌwɔŋ ˌtsiu	
王朝	ˌwɔŋ ˌtsiu	
蝗虫	ˌwɔŋ ˌtsʊŋ	
黄铜	ˌwɔŋ ˌtʊŋ	
惶惶不可终日	ˌwɔŋ ˌwɔŋ 'bɐt ´hɔ 'dzʊŋ _jɐt	
皇皇巨著	ˌwɔŋ ˌwɔŋ _gœy ¯dzy	
王老五	ˌwɔŋ ˏlou ˏŋ̩	单身汉
王母	ˌwɔŋ ˏmou	
黄鳝	ˌwɔŋ ˏsin	
王储	ˌwɔŋ ˏtsy	
皇储	ˌwɔŋ ˏtsy	
荣宗耀祖	ˌwɪŋ 'dzʊŋ _jiu ´dzou	
荣登	ˌwɪŋ 'dɐŋ	
荣归	ˌwɪŋ 'gwɐi	
荣军	ˌwɪŋ 'gwɐn	
荣光	ˌwɪŋ 'gwɔŋ	
荣幸	ˌwɪŋ _hɐŋ	
荣耀	ˌwɪŋ _jiu	
荣誉	ˌwɪŋ _jy	
荣誉感	ˌwɪŋ _jy ´gɐm	
荣辱	ˌwɪŋ _jʊk	
荣辱与共	ˌwɪŋ _jʊk ˏjy _gʊŋ	
荣获	ˌwɪŋ _wɔk	
荣宠	ˌwɪŋ ´tsʊŋ	
荣民	ˌwɪŋ ˌmɐn	
荣华	ˌwɪŋ ˌwa	
荣华富贵	ˌwɪŋ ˌwa ¯fu ¯gwɐi	
牙	ˌŋa	牙齿
牙呀仔	ˌŋa 'a ´dzɐi	婴儿
牙尖嘴利	ˌŋa 'dzim ´dzœy _lei	尖嘴薄舌
牙科医生	ˌŋa 'fɔ 'ji 'sɐŋ	
牙膏	ˌŋa 'gou	
牙医	ˌŋa 'ji	
牙烟	ˌŋa 'jin	危险
衙役	ˌŋa _jik	
牙肉	ˌŋa _jʊk	牙床，齿龈，牙龈
牙铰	ˌŋa ¯gau	牙关
牙罅	ˌŋa ¯la	牙缝
牙线	ˌŋa ¯sin	
牙擦	ˌŋa ¯tsat	狂气，狂妄，自大，自负，臭吹，骄傲，夸夸其谈
牙刷	ˌŋa ¯tsat	
牙擦擦	ˌŋa ¯tsat ¯tsat	夸夸其谈，自大，自负，臭吹
芽菜	ˌŋa ¯tsɔi	豆芽
牙斩斩	ˌŋa ´dzam ´dzam	贫嘴薄舌
牙屎	ˌŋa ´si	牙垢
牙齿	ˌŋa ´tsi	
牙齿当金使	ˌŋa ´tsi ¯dɔŋ 'gɐm ´sɐi	说话算数，一诺千金
牙缝	ˌŋa ˌfʊŋ	
衙门	ˌŋa ˌmun	
牙龈	ˌŋa ˌŋɐn	
牙龈炎	ˌŋa ˌŋɐn ˌjim	
捱	ˌŋai	熬
崖壁	ˌŋai 'bik	
挨斋	ˌŋai 'dzai	吃素
挨得苦	ˌŋai 'dɐk ´fu	能吃苦
捱更抵夜	ˌŋai 'gaŋ ´dɐi _jɛ	熬夜，开夜车，彻夜不眠，日以继夜
挨饥抵饿	ˌŋai 'gei ´dɐi _ŋɔ	忍饥挨饿
挨饥抵冷	ˌŋai 'gei ´dɐi ˏlaŋ	挨饿受冻
崖鹰	ˌŋai 'jɪŋ	老鹰
挨生挨死	ˌŋai 'saŋ ˌŋai ´sei	熬苦，拼死拼活，历尽艰辛
挨白饭	ˌŋai _bak _fan	没有菜吃
睚眦	ˌŋai _dzai	
捱世界	ˌŋai ¯sɐi ¯gai	熬日子，熬苦日子
挨打	ˌŋai ´da	
挨苦	ˌŋai ´fu	吃苦
捱夜	ˌŋai ´jɛ	熬夜
挨骡仔	ˌŋai ˌlœy ´dzɐi	当牛做马，劳苦谋生
挨肚饿	ˌŋai ˏtou _ŋɔ	挨饿
捱眼瞓	ˌŋai ˏŋan ¯fɐn	熬夜
癌	ˌŋam	癌症
岩浆	ˌŋam 'dzœŋ	
岩石	ˌŋam _sɛk	
癌症	ˌŋam ¯dzɪŋ	
癌症肿瘤	ˌŋam ¯dzɪŋ ´dzʊŋ ˌlɐu	
癌细胞	ˌŋam ¯sɐi 'bau	
癌肿	ˌŋam ´dzʊŋ	
巖巉	ˌŋam ˌtsam	参差不齐，高低不平
巖巖巉巉	ˌŋam ˌŋam ˌtsam ˌtsam	参差不齐，高低不平
颜色	ˌŋan 'sik	
嗷	ˌŋou	摇
獒犬	ˌŋou ´hyn	
遨游	ˌŋou ˌjɐu	
翱翔	ˌŋou ˌtsœŋ	
鳌头	ˌŋou ˌtɐu	
危机	ˌŋɐi 'gei	
危机四伏	ˌŋɐi 'gei ¯sei _fʊk	
危机重重	ˌŋɐi 'gei ˌtsʊŋ ˌtsʊŋ	
危急	ˌŋɐi 'gɐp	
危急关头	ˌŋɐi 'gɐp 'gwan ˌtɐu	
危在旦夕	ˌŋɐi _dzɔi ¯dan _dzik	
危殆	ˌŋɐi _dɔi	
危害	ˌŋɐi _hɔi	
危境	ˌŋɐi ´gɪŋ	
危险	ˌŋɐi ´him	
危险区	ˌŋɐi ´him 'kœy	
危险性	ˌŋɐi ´him ¯sɪŋ	
霓虹	ˌŋɐi ˌhʊŋ	
霓虹灯	ˌŋɐi ˌhʊŋ 'dɐŋ	
危言	ˌŋɐi ˌjin	
危言耸听	ˌŋɐi ˌjin ´sʊŋ 'tɪŋ	
危如累卵	ˌŋɐi ˌjy ˏlœy ´lœn	
危亡	ˌŋɐi ˌmɔŋ	
扲	ˌŋɐm	掏
吟	ˌŋɐm	唠叨，啰嗦，喃喃，絮叨
扲雀仔窦	ˌŋɐm ¯dzœk ´dzɐi ¯dɐu	掏鸟窝
扲袋	ˌŋɐm ´dɔi	掏口袋
吟嚟吟去	ˌŋɐm ˌlei ˌŋɐm ¯hœy	唠叨个不停
吟沉	ˌŋɐm ˌtsɐm	唠叨
吟吟沉沉	ˌŋɐm ˌŋɐm ˌtsɐm ˌtsɐm	唠唠叨叨
银鸡	ˌŋɐn 'gɐi	警笛，哨子
银色	ˌŋɐn 'sik	
银幕	ˌŋɐn _mɔk	萤幕，银幕
银货两讫	ˌŋɐn ¯fɔ ˏlœŋ 'gɐt	
银纸	ˌŋɐn ´dzi	钞票，钱，票子
银纸缩水	ˌŋɐn ´dzi 'sʊk ´sœy	钞票贬值
银两	ˌŋɐn ´lœŋ	
银钱	ˌŋɐn ´tsin	元，块，块钱
银行	ˌŋɐn ˌhɔŋ	
银行利息	ˌŋɐn ˌhɔŋ _lei 'sik	
牛刀	ˌŋɐu 'dou	
牛刀小试	ˌŋɐu 'dou ´siu ¯si	
牛精	ˌŋɐu 'dzɪŋ	野蛮，蛮不讲理
牛高马大	ˌŋɐu 'gou ˏma _dai	人高马大，又高又大，高大
牛倌	ˌŋɐu 'gun	
牛骨	ˌŋɐu 'gwɐt	
牛鬼蛇神	ˌŋɐu 'gwɐt ˌsɛ ˌsɐn	
牛公	ˌŋɐu 'gʊŋ	公牛
牛一	ˌŋɐu 'jɐt	生日
牛车	ˌŋɐu 'tsɛ	
牛杂	ˌŋɐu _dzap	牛杂碎
牛痘	ˌŋɐu _dɐu	
牛犊	ˌŋɐu _dʊk	
牛疫	ˌŋɐu _jik	
牛肉	ˌŋɐu _jʊk	
牛肉干	ˌŋɐu _jʊk 'gɔn	
牛肉汤	ˌŋɐu _jʊk 'tɔŋ	
牛肉汤面	ˌŋɐu _jʊk 'tɔŋ _min	
牛肉面	ˌŋɐu _jʊk _min	
牛肉店	ˌŋɐu _jʊk ¯dim	
牛肉炒河	ˌŋɐu _jʊk ´tsau ´hɔ	牛肉炒沙河粉
牛轭	ˌŋɐu _ŋak	牛鞅
牛治	ˌŋɐu ¯dzi	熟牛肉三明治
牛脚	ˌŋɐu ¯gœk	牛蹄
牛角	ˌŋɐu ¯gɔk	
牛蒡子	ˌŋɐu ´bɔŋ ´dzi	
牛腱	ˌŋɐu ´dzin	牛腱子
牛仔	ˌŋɐu ´dzɐi	小牛，牛犊子，小牛犊
牛仔布	ˌŋɐu ´dzɐi ¯bou	劳动布
牛仔裤	ˌŋɐu ´dzɐi ¯fu	
牛牯	ˌŋɐu ´gu	公牛
牛河	ˌŋɐu ´hɔ	牛肉米粉
牛乸	ˌŋɐu ´na	母牛
牛扒	ˌŋɐu ´pa	牛排
牛油	ˌŋɐu ˌjɐu	
牛群	ˌŋɐu ˌkwɐn	
牛栏	ˌŋɐu ˌlan	牛圈
牛郎	ˌŋɐu ˌlɔŋ	
牛郎织女	ˌŋɐu ˌlɔŋ 'dzik ˏnœy	
牛毛	ˌŋɐu ˌmou	
牛年	ˌŋɐu ˌnin	
牛排	ˌŋɐu ˌpai	
牛皮	ˌŋɐu ˌpei	
牛皮纸	ˌŋɐu ˌpei ´dzi	
牛头	ˌŋɐu ˌtɐu	
牛头不对马嘴	ˌŋɐu ˌtɐu 'bɐt ¯dœy ˏma ´dzœy	
牛头马面	ˌŋɐu ˌtɐu ˏma _min	
牛王	ˌŋɐu ˌwɔŋ	蛮横，横行霸道
牛王妹	ˌŋɐu ˌwɔŋ 'mui	男人婆，野丫头
牛王头	ˌŋɐu ˌwɔŋ ˌtɐu	恶霸
牛王头	ˌŋɐu ˌwɔŋ ˌtɐu	横行霸道、仗势欺人的人
牛马	ˌŋɐu ˏma	
牛马不如	ˌŋɐu ˏma 'bɐt ˌjy	
牛马生活	ˌŋɐu ˏma 'sɐŋ _wut	
牛尾	ˌŋɐu ˏmei	
牛奶	ˌŋɐu ˏnai	
牛腩	ˌŋɐu ˏnam	牛肚子上的肥肉，牛腹部的肥肉
蛾	ˌŋɔ	飞蛾
莪蒿	ˌŋɔ 'hou	
鹅春石	ˌŋɔ 'tsœn _sɛk	鹅卵石
鹅春形	ˌŋɔ 'tsœn ˌjɪŋ	椭圆形
鹅蛋	ˌŋɔ _dan	
鹅肉	ˌŋɔ _jʊk	
讹误	ˌŋɔ _ŋ̩	
鹅蛋形	ˌŋɔ ´dan ˌjɪŋ	椭圆形
鹅口疮	ˌŋɔ ´hɐu 'tsɔŋ	
鹅行鸭步	ˌŋɔ ˌhaŋ ¯ap _bou	
鹅绒	ˌŋɔ ˌjʊŋ	
鹅绒毛	ˌŋɔ ˌjʊŋ ˌmou	
鹅群	ˌŋɔ ˌkwɐn	
峨嵋山	ˌŋɔ ˌmei 'san	
鹅毛	ˌŋɔ ˌmou	
俄文	ˌŋɔ ˌmɐn	
鹅黄	ˌŋɔ ˌwɔŋ	
鹅黄色	ˌŋɔ ˌwɔŋ 'sik	
俄语	ˌŋɔ ˏjy	
鹅卵石	ˌŋɔ ˏlœn _sɛk	
呆钝	ˌŋɔi _dœn	愚钝
呆板	ˌŋɔi ´ban	
呆呆傻傻	ˌŋɔi ˌŋɔi ˌsɔ ˌsɔ	
蜈蚣	ˌŋ̩ 'gʊŋ	
鼯鼠	ˌŋ̩ ´sy	
吴侬软语	ˌŋ̩ ˌnʊŋ ˏjyn ˏjy	
梧桐	ˌŋ̩ ˌtʊŋ	
掸衣服	ˏdan 'ji _fʊk	
掸衣服	ˏdan 'ji _fʊk	
掸甩子	ˏdan 'lɐt ´dzi	
掸桌子	ˏdan ¯dzœk ´dzi	
掸去灰尘	ˏdan ¯hœy 'fui ˌtsɐn	
掸子	ˏdan ´dzi	
掸帚	ˏdan ´dzɐu	
掸土	ˏdan ´tou	
掸人	ˏdan ˌjɐn	
掸瓶	ˏdan ˌpɪŋ	
掸尘	ˏdan ˌtsɐn	
掸掸	ˏdan ˏdan	
这般	ˏdzɛ 'bun	
这么	ˏdzɛ 'mɔ	
这厮	ˏdzɛ 'si	
这样	ˏdzɛ _jœŋ	
这个	ˏdzɛ ¯gɔ	
这里	ˏdzɛ ˏlœy	
妇德	ˏfu 'dɐk	
妇科	ˏfu 'fɔ	
妇科医生	ˏfu 'fɔ 'ji 'sɐŋ	
妇道	ˏfu _dou	
妇产科	ˏfu ´tsan 'fɔ	
妇孺	ˏfu ˌjy	
妇联	ˏfu ˌlyn	
妇联会	ˏfu ˏlyn _wui	
妇女	ˏfu ˏnœy	
妇女运动	ˏfu ˏnœy _wɐn _dʊŋ	
妇女节	ˏfu ˏnœy ¯dzit	
奋不顾身	ˏfɐn 'bɐt ¯gu 'sɐn	
愤恨	ˏfɐn _hɐn	
奋力	ˏfɐn _lik	
愤怒	ˏfɐn _nou	
奋臂高呼	ˏfɐn ¯bei 'gou 'fu	
奋战	ˏfɐn ¯dzin	
奋进	ˏfɐn ¯dzœn	
奋斗	ˏfɐn ¯dɐu	
奋发	ˏfɐn ¯fat	
愤怨	ˏfɐn ¯jyn	
愤慨	ˏfɐn ¯kɔi	
愤世嫉俗	ˏfɐn ¯sɐi _dzɐt _dzʊk	
奋起	ˏfɐn ´hei	
愤愤不平	ˏfɐn ˏfɐn 'bɐt ˌpɪŋ	
奋勇	ˏfɐn ˏjʊŋ	
奋勇作战	ˏfɐn ˏjʊŋ ¯dzɔk ¯dzin	
奋勇向前	ˏfɐn ˏjʊŋ ¯hœŋ ˌtsin	
奋勉	ˏfɐn ˏmin	
吓	ˏha	一下
吓吓	ˏha ˏha	次次，每次
蟹	ˏhai	螃蟹
蟹春	ˏhai 'tsœn	蟹卵，蟹子
獬豸	ˏhai _dzi	
蟹壳	ˏhai ¯hɔk	
骇然	ˏhai ˌjin	
骇人听闻	ˏhai ˌjɐn 'tɪŋ ˌmɐn	
厚禄	ˏhɐu _lʊk	
旱灾	ˏhɔn 'dzɔi	
胫骨	ˏhɪŋ 'gwɐt	
也许	ˏja ´hœy	
耳边风	ˏji 'bin 'fʊŋ	
以不变应万变	ˏji 'bɐt ¯bin ¯jɪŋ _man ¯bin	
耳珠	ˏji 'dzy	耳垂
以德服人	ˏji 'dɐk _fʊk ˌjɐn	
以德报怨	ˏji 'dɐk ¯bou ¯jyn	
已经	ˏji 'gɪŋ	
以攻为守	ˏji 'gʊŋ ˌwɐi ´sɐu	
耳窿	ˏji 'lʊŋ	耳孔
以偏概全	ˏji 'pin ¯kɔi ˌtsyn	
以心为心	ˏji 'sɐm ˌwɐi 'sɐm	将心比心
耳蜗	ˏji 'wɔ	
以备不时之需	ˏji _bei 'bɐt ˌsi 'dzi 'sœy	
议席	ˏji _dzik	
拟定	ˏji _dɪŋ	
议定	ˏji _dɪŋ	
议定书	ˏji _dɪŋ 'sy	
以下	ˏji _ha	
以后	ˏji _hɐu	
议院	ˏji _jyn	
以逸待劳	ˏji _jɐt _dɔi ˌlou	
以及	ˏji _kɐp	
议论	ˏji _lœn	
议论纷纷	ˏji _lœn 'fɐn 'fɐn	
议论文	ˏji _lœn ˌmɐn	
已殁	ˏji _mut	
以内	ˏji _nɔi	
议事	ˏji _si	
议事规则	ˏji _si 'kwɐi 'dzɐk	
议事厅	ˏji _si 'tɪŋ	
议事录	ˏji _si _lʊk	
以上	ˏji _sœŋ	
议会	ˏji _wui	
议会制	ˏji _wui ¯dzɐi	
以外	ˏji _ŋɔi	
以怨报德	ˏji ¯jyn ¯bou 'dɐk	
议决	ˏji ¯kyt	
议决书	ˏji ¯kyt 'sy	
以太	ˏji ¯tai	
议案	ˏji ¯ɔn	
议长	ˏji ´dzœŋ	
耳仔	ˏji ´dzɐi	耳朵
耳仔窿	ˏji ´dzɐi 'lʊŋ	耳孔
以假乱真	ˏji ´ga _lyn 'dzɐn	
以寡敌众	ˏji ´gwa _dik ¯dzʊŋ	
以儆效尤	ˏji ´gɪŋ _hau ˌjɐu	
以卵击石	ˏji ´lœn 'gik _sɛk	
耳屎	ˏji ´si	耳垢
耳筒	ˏji ´tʊŋ	耳机
耳环	ˏji ´wan	
尔虞我诈	ˏji ˌjy ˏŋɔ ¯dza	
议员	ˏji ˌjyn	
耳璩	ˏji ˌkœy	
以蠡测海	ˏji ˌlɐi 'tsɐk ´hɔi	
以前	ˏji ˌtsin	
议程	ˏji ˌtsɪŋ	
议题	ˏji ˌtɐi	
以为	ˏji ˌwɐi	
议和	ˏji ˌwɔ	
以和为贵	ˏji ˌwɔ ˌwɐi ¯gwɐi	
以讹传讹	ˏji ˌŋɔ ˌtsyn ˌŋɔ	
迤逦	ˏji ˏlei	
以免	ˏji ˏmin	
以往	ˏji ˏwɔŋ	
俨若	ˏjim _jœk	
染料	ˏjim _liu	
俨然	ˏjim ˌjin	
俨如	ˏjim ˌjy	
冉冉	ˏjim ˏjim	
雨滴	ˏjy 'dik	
乳猪	ˏjy 'dzy	小猪
乳剂	ˏjy 'dzɐi	
乳汁	ˏjy 'dzɐp	
雨遮	ˏjy 'dzɛ	雨伞
雨靴	ˏjy 'hɛu	
雨衣	ˏjy 'ji	
语音	ˏjy 'jɐm	
乳沟	ˏjy 'kɐu	
雨褛	ˏjy 'lɐu	雨衣
雨溦	ˏjy 'mei	毛毛雨
雨溦仔	ˏjy 'mei ´dzɐi	毛毛雨
雨毛	ˏjy 'mou	毛毛雨
乳酸	ˏjy 'syn	
雨天	ˏjy 'tin	
乳白	ˏjy _bak	
乳白色	ˏjy _bak 'sik	
宇宙	ˏjy _dzɐu	
雨具	ˏjy _gœy	
与共	ˏjy _gʊŋ	和
羽檄	ˏjy _hɐt	
雨后	ˏjy _hɐu	
雨后春笋	ˏjy _hɐu 'tsœn ´sœn	
乳液	ˏjy _jik	
与及	ˏjy _kɐp	以及
雨露	ˏjy _lou	
雨帽	ˏjy _mou	
雨顺风调	ˏjy _sœn 'fʊŋ ˌtiu	
乳晕	ˏjy _wɐn	
雨霁	ˏjy ¯dzɐi	
乳制品	ˏjy ¯dzɐi ´bɐn	
与众不同	ˏjy ¯dzʊŋ 'bɐt ˌtʊŋ	
语法	ˏjy ¯fat	
雨季	ˏjy ¯gwɐi	
雨过天晴	ˏjy ¯gwɔ 'tin ˌtsɪŋ	
语句	ˏjy ¯gœy	
乳鸽	ˏjy ¯gɐp	幼鸽子
语气	ˏjy ¯hei	
语气助词	ˏjy ¯hei _dzɔ ˌtsi	
乳酪	ˏjy ¯lɔk	
雨伞	ˏjy ¯san	
乳腺	ˏjy ¯sin	
与世无争	ˏjy ¯sɐi ˌmou 'dzɐŋ	
乳臭	ˏjy ¯tsɐu	
乳臭未干	ˏjy ¯tsɐu _mei 'gɔn	
雨点	ˏjy ´dim	
雨粉	ˏjy ´fɐn	毛毛雨
雨粉粉	ˏjy ´fɐn ´fɐn	细雨纷飞
雨水	ˏjy ´sœy	
雨水天	ˏjy ´sœy 'tin	雨天，多雨时节
乳齿	ˏjy ´tsi	
乳房	ˏjy ˌfɔŋ	
雨鞋	ˏjy ˌhai	
语言	ˏjy ˌjin	
语言学	ˏjy ˌjin _hɔk	
羽绒	ˏjy ˌjʊŋ	
雨林	ˏjy ˌlɐm	
羽毛	ˏjy ˌmou	
羽毛球	ˏjy ˌmou ˌkɐu	
乳名	ˏjy ˌmɪŋ	
乳头	ˏjy ˌtɐu	
乳癌	ˏjy ˌŋam	
予以	ˏjy ˏji	
薳	ˏjyn	植物的嫩茎
远征	ˏjyn 'dzɪŋ	
远征军	ˏjyn 'dzɪŋ 'gwɐn	
远东	ˏjyn 'dʊŋ	
远方	ˏjyn 'fɔŋ	
远交近攻	ˏjyn 'gau _gɐn 'gʊŋ	
软骨	ˏjyn 'gwɐt	
远亲不如近邻	ˏjyn 'tsɐn 'bɐt ˌjy _gɐn ˌlœn	
远渡	ˏjyn _dou	
远道而来	ˏjyn _dou ˌji ˌlɔi	
远渡重洋	ˏjyn _dou ˌtsʊŋ ˌjœŋ	
软件	ˏjyn _gin	
远近	ˏjyn _gɐn	
软弱	ˏjyn _jœk	
远日点	ˏjyn _jɐt ´dim	
远略	ˏjyn _lœk	
远虑	ˏjyn _lœy	
远望	ˏjyn _mɔŋ	
远视	ˏjyn _si	
远射	ˏjyn _sɛ	
软硬	ˏjyn _ŋaŋ	
软硬兼施	ˏjyn _ŋaŋ 'gim 'si	
软笪笪	ˏjyn ¯dat ¯dat	软软的，软弱无力
远隔重洋	ˏjyn ¯gak ˌtsʊŋ ˌjœŋ	
远见	ˏjyn ¯gin	
远眺	ˏjyn ¯tiu	
远处	ˏjyn ¯tsy	
远比	ˏjyn ´bei	
远走高飞	ˏjyn ´dzɐu 'gou 'fei	
远房	ˏjyn ˌfɔŋ	
远房亲戚	ˏjyn ˌfɔŋ 'tsɐn 'tsik	
远行	ˏjyn ˌhɐŋ	
远航	ˏjyn ˌhɔŋ	
远洋	ˏjyn ˌjœŋ	
远洋运输	ˏjyn ˌjœŋ _wɐn 'sy	
远洋渔业	ˏjyn ˌjœŋ ˌjy _jip	
远洋渔船	ˏjyn ˌjœŋ ˌjy ˌsyn	
软荏荏	ˏjyn ˌjɐm ˌjɐm	软绵绵
远游	ˏjyn ˌjɐu	
远离	ˏjyn ˌlei	
远程	ˏjyn ˌtsɪŋ	
远距离	ˏjyn ˏkœy ˌlei	
养兵	ˏjœŋ 'bɪŋ	
养兵之道	ˏjœŋ 'bɪŋ 'dzi _dou	
养兵千日	ˏjœŋ 'bɪŋ 'tsin _jɐt	
养兵千日，用兵一时	ˏjœŋ 'bɪŋ 'tsin _jɐt _jʊŋ 'bɪŋ 'jɐt ˌsi	
养尊处优	ˏjœŋ 'dzyn ˏtsy 'jɐu	
养精蓄锐	ˏjœŋ 'dzɪŋ 'tsʊk _jœy	
养家	ˏjœŋ 'ga	
养家活口	ˏjœŋ 'ga _wut ´hɐu	
养伤	ˏjœŋ 'sœŋ	
养身	ˏjœŋ 'sɐn	
养身之道	ˏjœŋ 'sɐn 'dzi _dou	
养生	ˏjœŋ 'sɐŋ	
养生之道	ˏjœŋ 'sɐŋ 'dzi _dou	
养畜牲	ˏjœŋ 'tsʊk 'saŋ	养牲口
养病	ˏjœŋ _bɛŋ	
养大	ˏjœŋ _dai	
养殖	ˏjœŋ _dzik	
养父	ˏjœŋ _fu	
养育	ˏjœŋ _jʊk	
养育之恩	ˏjœŋ _jʊk 'dzi 'jɐn	
养育院	ˏjœŋ _jʊk _jyn	
仰卧	ˏjœŋ _ŋɔ	
养志	ˏjœŋ ¯dzi	
氧化锌	ˏjœŋ ¯fa 'sɐn	
氧化氮	ˏjœŋ ¯fa _dam	
氧化作用	ˏjœŋ ¯fa ¯dzɔk _jʊŋ	
氧化铁	ˏjœŋ ¯fa ¯tit	
氧化硫	ˏjœŋ ¯fa ˌlɐu	
氧化铜	ˏjœŋ ¯fa ˌtʊŋ	
氧气	ˏjœŋ ¯hei	
养性	ˏjœŋ ¯sɪŋ	
养虎反被虎咬	ˏjœŋ ´fu ´fan _bei ´fu ˏŋau	
养儿防老	ˏjœŋ ˌji ˌfɔŋ ˏlou	
养鱼	ˏjœŋ ˌjy	
仰人鼻息	ˏjœŋ ˌjɐn _bei 'sik	
养神	ˏjœŋ ˌsɐn	
养老	ˏjœŋ ˏlou	
养老金	ˏjœŋ ˏlou 'gɐm	
