開放粵語詞典（耶魯拼音數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
威力	wai1 lik9	
威猛	wai1 maang5	
威名	wai1 ming4	
威望	wai1 mong6	
威武	wai1 mou5	
威武雄壯	wai1 mou5 hung4 jong3	
威勢	wai1 sai3	
威水	wai1 seui2	神氣，醒目，鮮艷
威信	wai1 seun3	
威士忌	wai1 si6 gei6	
威士忌酒	wai1 si6 gei6 jau2	
威懾	wai1 sip8	
威攝	wai1 sip8	
威吔	wai1 ya2	鋼絲
葳蕤	wai1 yeui4	
委蛇	wai1 yi4	
逶迤	wai1 yi4	
威嚴	wai1 yim4	
喂	wai2	喂
委辦	wai2 baan6	
委派	wai2 paai3	
委實	wai2 sat9	
猥褻	wai2 sit8	
猥瑣	wai2 so2	
萎縮	wai2 suk7	
喟歎	wai2 taan3	
委屈	wai2 wat7	
委屈求全	wai2 wat7 kau4 chyun4	
委任	wai2 yam6	
委以重任	wai2 yi5 chung5 yam6	
委婉	wai2 yun2	
委員	wai2 yun4	
委員長	wai2 yun4 jeung2	
委員會	wai2 yun4 wui2	
委用	wai2 yung6	
畏懼	wai3 geui6	
蔚藍	wai3 laam4	
慰留	wai3 lau4	
慰勞	wai3 lou4	
慰問	wai3 man6	
慰問金	wai3 man6 gam1	
慰問信	wai3 man6 seun3	
喂奶	wai3 naai5	
慰安婦	wai3 on1 fu5	
薈萃	wai3 seui6	
喂食	wai3 sik9	
唯	wai4	只
帷幄	wai4 ak7	
遺產	wai4 chaan2	
遺產稅	wai4 chaan2 seui3	
遺臭萬年	wai4 chau3 maan6 nin4	
圍牆	wai4 cheung4	
維持	wai4 chi4	
維持秩序	wai4 chi4 dit9 jeui6	
遺傳	wai4 chyun4	
遺傳病	wai4 chyun4 bing6	
遺傳學	wai4 chyun4 hok9	
遺傳學家	wai4 chyun4 hok9 ga1	
為得過	wai4 dak7 gwo3	划得來，合算
惟獨是	wai4 duk9 si6	只是，只不過
違反	wai4 faan2	
違法	wai4 faat8	
遺訓	wai4 fan3	
為虎作倀	wai4 fu2 jok8 cheung1	
桅桿	wai4 gon2	
為…講好說話	wai4 gong2 hou2 syut8 wa6	替…說好話
遺孤	wai4 gu1	
遺骸	wai4 haai4	
遺憾	wai4 ham6	
遺憾終生	wai4 ham6 jung1 sang1	
遺恨	wai4 han6	
遺棄	wai4 hei3	
遺害	wai4 hoi6	
遺害終身	wai4 hoi6 jung1 san1	
遺害萬年	wai4 hoi6 maan6 nin4	
唯恐天下不亂	wai4 hung2 tin1 ha6 bat7 lyun6	
遺像	wai4 jeung6	
為之動容	wai4 ji1 dung6 yung4	
為之一新	wai4 ji1 yat7 san1	
遺址	wai4 ji2	
遺精	wai4 jing1	
圍剿	wai4 jiu2	
遺囑	wai4 juk7	
遺珠之憾	wai4 jyu1 ji1 ham6	
違規	wai4 kwai1	
圍裙	wai4 kwan4	
違例泊車	wai4 lai6 paak8 che1	違規停車
遺留	wai4 lau4	
遺漏	wai4 lau6	
為乜事幹	wai4 mat7 si6 gon3	為什麼事情，為什麼事
唯物辯證法	wai4 mat9 bin3 jing3 faat8	
唯物主義	wai4 mat9 jyu2 yi6	
唯物論	wai4 mat9 leun6	
唯美	wai4 mei5	
遺命	wai4 ming6	
遺忘	wai4 mong4	
為…諗	wai4 nam2	為…著想
維吾爾族	wai4 ng4 yi5 juk9	
遺尿	wai4 niu6	
圍屏	wai4 ping2	
唯心	wai4 sam1	
唯心主義	wai4 sam1 jyu2 yi6	
唯心論	wai4 sam1 leun6	
維生素	wai4 sang1 sou3	
遺失	wai4 sat7	
遺失啟事	wai4 sat7 kai2 si6	
維修	wai4 sau1	
遺孀	wai4 seung1	
為善	wai4 sin6	
為善不欲人知	wai4 sin6 bat7 yuk9 yan4 ji1	
為善最樂	wai4 sin6 jeui3 lok9	
為所欲為	wai4 so2 yuk9 wai4	
遺書	wai4 syu1	
維他命	wai4 ta1 ming6	維生素，維他命
遺體	wai4 tai2	
遺患	wai4 waan6	
為威喂	wai4 wai1 wai3	誰也不欠誰
遺禍	wai4 wo6	
維護	wai4 wu6	
為人師表	wai4 yan4 si1 biu2	
唯有	wai4 yau5	只好
遺業	wai4 yip9	
遺孽	wai4 yit9	
圍繞	wai4 yiu2	
偉大	wai5 daai6	
緯度	wai5 dou6	
偉績	wai5 jik7	
偉論	wai5 leun6	
諱言	wai5 yin4	
胃病	wai6 beng6	
胃壁	wai6 bik7	
衛兵	wai6 bing1	
胃部	wai6 bou6	
衛道	wai6 dou6	
胃科	wai6 fo1	
胃鏡	wai6 geng3	
慧劍	wai6 gim3	
慧劍斬情絲	wai6 gim3 jaam2 ching4 si1	
胃口	wai6 hau2	
胃腔	wai6 hong1	
胃灼熱	wai6 jeuk8 yit9	
位置	wai6 ji3	
為咗	wai6 jo2	為了
胃臟	wai6 jong6	
慧黠	wai6 kit8	
胃潰瘍	wai6 kui2 yeung4	
蕙蘭	wai6 laan4	
為乜	wai6 mat7	為什麼
胃癌	wai6 ngaam4	
慧眼	wai6 ngaan5	
慧眼識英雄	wai6 ngaan5 sik7 ying1 hung4	
為什麼	wai6 sam6 mo1	
衛生	wai6 sang1	
衛生紙	wai6 sang1 ji2	
衛視	wai6 si6	
為食	wai6 sik9	嘴饞
為食鬼	wai6 sik9 gwai2	饞鬼
為食貓	wai6 sik9 maau1	饞鬼
彗星	wai6 sing1	
衛星	wai6 sing1	
衛星電視	wai6 sing1 din6 si6	
衛星國	wai6 sing1 gwok8	
衛星通信	wai6 sing1 tung1 seun3	
胃酸	wai6 syun1	
胃酸過多	wai6 syun1 gwo3 do1	
胃痛	wai6 tung3	
胃藥	wai6 yeuk9	
胃液	wai6 yik9	
胃炎	wai6 yim4	
溫馴	wan1 cheun4	
溫泉	wan1 chyun4	
温度	wan1 dou6	
溫度	wan1 dou6	
溫度表	wan1 dou6 biu2	
溫馨	wan1 hing1	
溫暖	wan1 nyun5	
溫莎	wan1 sa1	
瘟神	wan1 san4	
溫室	wan1 sat7	
溫書	wan1 syu1	復習，溫習
溫柔	wan1 yau4	
瘟疫	wan1 yik9	
搵	wan2	找
搵笨	wan2 ban6	騙人，愚弄，佔便宜
搵邊個	wan2 bin1 go3	找誰
搵出	wan2 cheut7	找出
搵出嚟	wan2 cheut7 lei4	找出來
搵錢	wan2 chin2	掙錢，賺錢
搵丁	wan2 ding1	騙人
穩定	wan2 ding6	
搵刀切	wan2 dou1 chit8	用刀切
搵刀切	wan2 dou1 chit8	用刀切
搵到	wan2 dou2	找到
搵翻	wan2 faan1	找回
搵飯食	wan2 faan6 sik9	謀生
搵機會	wan2 gei1 wui6	找機會，伺機
搵工	wan2 gung1	找工作
穩陣	wan2 jan6	穩重，穩當
搵周公	wan2 jau1 gung1	睡覺，入夢，睡著了
搵著數	wan2 jeuk9 sou3	找便宜，討便宜，佔便宜
搵嚟攪嘅	wan2 lei4 gaau2 ge3	自找麻煩，自討苦吃
搵嚟辛苦	wan2 lei4 san1 fu2	自找辛苦
搵老襯	wan2 lou5 chan3	騙人
搵唔到	wan2 m4 dou2	找不到
搵唔翻	wan2 m4 faan1	找不回，找不到
搵乜嘢	wan2 mat7 ye5	找什麼
搵銀	wan2 ngan2	掙錢，賺錢
搵我出氣	wan2 ngo5 cheut7 hei3	拿我出氣，拿我撒氣
搵我做醜人	wan2 ngo5 jou6 chau2 yan2	要我當挨罵的
搵山草藥	wan2 saan1 chou2 yeuk9	找草藥
搵世界	wan2 sai3 gaai3	找生活
搵水洗	wan2 seui2 sai2	用水洗
搵水洗	wan2 seui2 sai2	用水洗
搵食	wan2 sik9	謀生，覓食，掙飯吃，找生計，找飯碗，混飯吃，掙錢餬口
搵繩綁	wan2 sing2 bong2	用繩子綁
搵位	wan2 wai2	找位子，找位置
搵位坐	wan2 wai2 cho5	找位置坐
搵勻	wan2 wan4	找遍
搵人	wan2 yan4	找人
搵人幫手	wan2 yan4 bong1 sau2	找人幫忙
搵人出氣	wan2 yan4 cheut7 hei3	拿人出氣，拿人撒氣
搵嘢做	wan2 ye5 jou6	找工作
搵鹽醃	wan2 yim4 yip8	用鹽醃
韞	wan3	監禁，關起來
韞黑房	wan3 hak7 fong2	關禁閉
蘊含	wan3 ham4	
慍怒	wan3 nou6	
慍色	wan3 sik7	
韞入黑房	wan3 yap9 hak7 fong2	關禁閉，關進黑房
醞釀	wan3 yeung6	
勻	wan4	遍
魂不附體	wan4 bat7 fu6 tai2	
魂不守舍	wan4 bat7 sau2 se3	
雲杉	wan4 chaam3	
雲層	wan4 chang4	
暈車	wan4 che1	
勻巡	wan4 cheun4	均勻，勻稱
勻稱	wan4 ching3	
雲彩	wan4 choi2	
勻速圓周運動	wan4 chuk7 yun4 jau1 wan6 dung6	
混沌	wan4 deun6	
雲頂	wan4 ding2	
雲朵	wan4 do2	
雲端	wan4 dyun1	
魂飛魄散	wan4 fei1 paak8 saan3	
魂飛天外	wan4 fei1 tin1 ngoi6	
暈機	wan4 gei1	
雲霞	wan4 ha4	
芸香	wan4 heung1	
雲開見日	wan4 hoi1 gin3 yat9	
雲海	wan4 hoi2	
雲集	wan4 jaap9	
暈針	wan4 jam1	
暈厥	wan4 kyut8	
暈浪	wan4 long6	暈船
雲母	wan4 mou5	
雲母石	wan4 mou5 sek9	
魂魄	wan4 paak8	
渾身	wan4 san1	
渾身解數	wan4 san1 gaai2 sou3	
雲霄	wan4 siu1	
暈船	wan4 syun4	
雲梯	wan4 tai1	
餛飩	wan4 tan1	
雲吞	wan4 tan1	餛飩
餛飩麵	wan4 tan1 min6	
雲吞麵	wan4 tan1 min6	餛飩麵
暈頭轉向	wan4 tau4 jyun2 heung3	
暈頭暈腦	wan4 tau4 wan4 nou5	
雲天	wan4 tin1	
耘田	wan4 tin4	
暈舵舵	wan4 to4 to4	頭暈暈，暈乎乎
芸薹	wan4 toi4	
云云	wan4 wan4	
芸芸	wan4 wan4	
勻勻	wan4 wan4	每次
雲耳	wan4 yi5	木耳
雲煙氤氳	wan4 yin1 yan1 wan1	
雲雨	wan4 yu5	
暈眩	wan4 yun4	
允許	wan5 heui2	
殞命	wan5 ming6	
殞身	wan5 san1	
隕石	wan5 sek9	
運籌帷幄	wan6 chau4 wai4 ak7	
混充	wan6 chung1	
混蛋	wan6 daan6	
運動	wan6 dung6	
運動員	wan6 dung6 yun4	
混吉	wan6 gat7	瞎擺弄，徒勞無功，幫不了忙，瞎搗亂
混合	wan6 hap9	
混合器	wan6 hap9 hei3	
混合物	wan6 hap9 mat9	
運河	wan6 ho4	
混血	wan6 hyut8	
混血兒	wan6 hyut8 yi4	
混雜	wan6 jaap9	
混戰	wan6 jin3	
運載	wan6 joi3	
運作	wan6 jok8	
混濁	wan6 juk9	
混亂	wan6 lyun6	
諢名	wan6 ming4	
韻母	wan6 mou5	
混淆	wan6 ngaau4	
混淆是非	wan6 ngaau4 si6 fei1	
混淆視聽	wan6 ngaau4 si6 ting1	
混頻器	wan6 pan4 hei3	
混世魔王	wan6 sai3 mo1 wong4	
混水	wan6 seui2	
混水撈魚	wan6 seui2 lau4 yu4	
混水摸魚	wan6 seui2 mo2 yu4	
運輸	wan6 syu1	
混為一談	wan6 wai4 yat7 taam4	
混和	wan6 wo4	
混音器	wan6 yam1 hei3	
混入去	wan6 yap9 heui3	混進去
混日子	wan6 yat9 ji2	
暈影	wan6 ying2	
混凝	wan6 ying4	
混凝劑	wan6 ying4 jai1	
混凝土	wan6 ying4 tou2	
宏大	wang4 daai6	
宏觀	wang4 gun1	
宏論	wang4 leun6	
宏亮	wang4 leung6	
宏謨	wang4 mou4	
宏碩	wang4 sek9	
宏圖	wang4 tou4	
宏圖大展	wang4 tou4 daai6 jin2	
宏偉	wang4 wai5	
宏揚	wang4 yeung4	
弘揚	wang4 yeung4	
宏業	wang4 yip9	
宏儒	wang4 yu4	
宏願	wang4 yun6	
屈	wat7	冤屈，冤枉
屈	wat7	強迫
屈	wat7	扭
屈餐懵	wat7 chaan1 mung2	被別人陷害，被誣賴
屈親	wat7 chan1	扭傷
屈親隻腳	wat7 chan1 jek8 geuk8	扭傷了腳
屈親隻手	wat7 chan1 jek8 sau2	扭傷了手，手被扭傷了
屈親條腰	wat7 chan1 tiu4 yiu1	扭傷了腰，閃了腰
屈得就屈	wat7 dak7 jau6 wat7	創設條件去冤枉人，陷害別人
鬱金香	wat7 gam1 heung1	
鬱結	wat7 git8	
屈喺屋企	wat7 hai2 nguk7 kei2	蹲在家裡，呆在屋裏，悶在家裡，不到外頭去
屈氣	wat7 hei3	憋氣
屈去後便	wat7 heui3 hau6 bin6	繞到後邊去
屈質	wat7 jat7	局促，擁擠，憋悶
屈指	wat7 ji2	
鬱積	wat7 jik7	
屈佢食隻死貓	wat7 keui5 sik9 jek8 sei2 maau1	陷害別人，誣賴別人
屈尾十	wat7 mei5 sap9	掉頭
鬱悶	wat7 mun6	
屈悶	wat7 mun6	心中憋氣發悶
屈膝	wat7 sat7	
屈蛇	wat7 se4	偷渡
屈水	wat7 seui2	勒索別人的金錢
屈鐵線	wat7 tit8 sin3	彎鐵絲
屈斷咗	wat7 tyun5 jo2	撅斷了
鬱鬱	wat7 wat7	
鬱鬱寡歡	wat7 wat7 gwa2 fun1	
鬱悒	wat7 yap7	
鬱抑	wat7 yik7	
核突	wat9 dat9	難看，噁心
鷸蚌相爭	wat9 pong5 seung1 jang1	
搲著數	we2 jeuk9 sou3	佔便宜，討便宜，找人家的便宜
搲料	we2 liu2	搜集材料，找素材，找材料
搲銀	we2 ngan2	拼命地賺錢
搲水	we2 seui2	到處賺錢，到處籌款
van	wen1	中巴，小型公共汽車，輕型貨車
van仔	weng1 jai2	中巴，客貨車，麵包車
榮寵	wing4 chung2	
榮登	wing4 dang1	
榮歸	wing4 gwai1	
榮軍	wing4 gwan1	
榮光	wing4 gwong1	
榮幸	wing4 hang6	
榮宗耀祖	wing4 jung1 yiu6 jou2	
榮民	wing4 man4	
榮華	wing4 wa4	
榮華富貴	wing4 wa4 fu3 gwai3	
榮獲	wing4 wok9	
榮耀	wing4 yiu6	
榮譽	wing4 yu6	
榮譽感	wing4 yu6 gam2	
榮辱	wing4 yuk9	
榮辱與共	wing4 yuk9 yu5 gung6	
永不	wing5 bat7	
永別	wing5 bit9	
永動機	wing5 dung6 gei1	
永久	wing5 gau2	
永久性	wing5 gau2	
永恆	wing5 hang4	
永志不忘	wing5 ji3 bat7 mong4	
永續發展	wing5 juk9 faat8 jin2	
永無休止	wing5 mou4 yau1 ji2	
永世	wing5 sai3	
永世	wing5 sai3	一輩子
永世都記得	wing5 sai3 dou1 gei3 dak7	一輩子都忘不了
永垂不朽	wing5 seui4 bat7 nau2	
永浴愛河	wing5 yuk9 oi3 ho4	
永遠	wing5 yun5	
泳池	wing6 chi4	
泳褲	wing6 fu3	
穎慧	wing6 wai6	
泳衣	wing6 yi1	
穎秀	wing6 yi6	
窩藏	wo1 chong4	
窩藏罪犯	wo1 chong4 jeui6 faan2	
窩藏禍心	wo1 chong4 wo6 sam1	
蝸居	wo1 geui1	
萵苣	wo1 geui6	
倭寇	wo1 kau3	
窠臼	wo1 kau5	
蝸牛	wo1 ngau4	
窩囊	wo1 nong4	
窩心	wo1 sam1	
鍋貼	wo1 tip8	
喎	wo3	喔
喎	wo4	喔
禾	wo4	稻子，水稻，稻苗，禾苗
和服	wo4 fuk9	
禾稈	wo4 gon2	稻草
禾稈草	wo4 gon2 chou2	稻草
和諧	wo4 haai4	
和煦	wo4 heui2	
和好	wo4 hou2	
禾造	wo4 jou6	水稻的收成
禾鐮	wo4 lim4	鐮刀
和睦	wo4 muk9	
和藹	wo4 oi2	
和平	wo4 ping4	
和平鴿	wo4 ping4 gap8	
和平共處	wo4 ping4 gung6 chyu5	
和平共存	wo4 ping4 gung6 chyun4	
和平談判	wo4 ping4 taam4 pun3	
和尚	wo4 seung2	
和尚	wo4 seung6	
和事老	wo4 si6 lou5	
和善	wo4 sin6	
禾塘	wo4 tong4	曬場
喎	wo5	喔
堝	wo5	壞了，糟了，變質，失敗，落空
禍不單行	wo6 bat7 daan1 hang4	
禍從口出	wo6 chung4 hau2 cheut7	
禍從天降	wo6 chung4 tin1 gong3	
禍端	wo6 dyun1	
禍福	wo6 fuk7	
禍福無門	wo6 fuk7 mou4 mun4	
禍福同門	wo6 fuk7 tung4 mun4	
禍福與共	wo6 fuk7 yu5 gung6	
禍國殃民	wo6 gwok8 yeung1 man4	
禍起蕭牆	wo6 hei2 siu1 cheung4	
禍害	wo6 hoi6	
禍亂	wo6 lyun6	
禍水	wo6 seui2	
禍胎	wo6 toi1	
禍患	wo6 waan6	
鑊	wok9	鐵鍋，炒菜鍋
獲頒	wok9 baan1	
鑊鏟	wok9 chaan2	鍋鏟
獲取	wok9 cheui2	
獲得	wok9 dak7	
獲救	wok9 gau3	
獲罪	wok9 jeui6	
獲獎	wok9 jeung2	
獲獎人	wok9 jeung2 yan4	
獲知	wok9 ji1	
獲利	wok9 lei6	
獲悉	wok9 sik7	
獲釋	wok9 sik7	
獲勝	wok9 sing3	
獲選	wok9 syun2	
獲益	wok9 yik7	
枉	wong2	白白地，徒勞地
枉費	wong2 fai6	白費，白白耗費
枉做	wong2 jou6	白幹
枉做人	wong2 jou6 yan4	白活了
黃	wong4	熟，成熟
皇親	wong4 chan1	
皇親國戚	wong4 chan1 gwok8 chik7	
王朝	wong4 chiu4	
皇朝	wong4 chiu4	
蝗蟲	wong4 chung4	
王儲	wong4 chyu5	
皇儲	wong4 chyu5	
皇帝	wong4 dai3	
王道	wong4 dou6	
黃花筒	wong4 fa1 tung2	黃花魚
黃花筒鹹魚	wong4 fa1 tung2 haam4 yu4	鹹黃花魚
王妃	wong4 fei1	
黃蜂	wong4 fung1	馬蜂
黃蜂巢	wong4 fung1 chaau4	
黃蜂竇	wong4 fung1 dau3	馬蜂窩
皇家	wong4 ga1	
皇家飯店	wong4 ga1 faan6 dim3	監獄
黃金	wong4 gam1	
黃猄	wong4 geng1	麂子
皇冠	wong4 gun1	
王宮	wong4 gung1	
皇宮	wong4 gung1	
黃瓜造	wong4 gwa1 jou6	黃瓜旺季
黃瓜酸	wong4 gwa1 syun1	醃酸黃瓜，酸黃瓜
王國	wong4 gwok8	
王侯	wong4 hau4	
王侯將相	wong4 hau4 jeung3 seung3	
皇后	wong4 hau6	
皇氣	wong4 hei3	警察，警方
惶恐	wong4 hung2	
黃犬	wong4 hyun2	蚯蚓
王子	wong4 ji2	
皇族	wong4 juk9	
皇族內閣	wong4 juk9 noi6 gok8	
黃蜞	wong4 kei4	螞蟥
王權	wong4 kyun4	
皇權	wong4 kyun4	
遑論	wong4 leun6	
黃梁一夢	wong4 leung4 yat7 mung6	
皇曆	wong4 lik9	
王老五	wong4 lou5 ng5	單身漢
黃綠醫生	wong4 luk9 yi1 saang1	庸醫，江湖醫生
王母	wong4 mou5	
黃泥	wong4 nai4	黃土
王牌	wong4 paai4	
王牌軍	wong4 paai4 gwan1	
黃袍	wong4 pou4	
黃袍加身	wong4 pou4 ga1 san1	
王室	wong4 sat7	
皇室	wong4 sat7	
皇上	wong4 seung6	
黃色	wong4 sik7	
黃色架步	wong4 sik7 ga3 bou6	色情場所
黃鱔	wong4 sin5	
皇叔	wong4 suk7	
皇太后	wong4 taai3 hau6	
皇太子	wong4 taai3 ji2	
黃疸	wong4 taan2	
皇天	wong4 tin1	
皇天后土	wong4 tin1 hau6 tou2	
黃銅	wong4 tung4	
王位	wong4 wai6	
皇位	wong4 wai6	
惶惶不可終日	wong4 wong4 bat7 ho2 jung1 yat9	
皇皇巨著	wong4 wong4 geui6 jyu3	
皇恩浩蕩	wong4 yan1 hou6 dong6	
往來	wong5 loi4	
往事	wong5 si6	
往日	wong5 yat9	過去，以前
旺	wong6	熱鬧，繁華，興旺，生意興隆
旺區	wong6 keui1	熱鬧地區，熱鬧點，鬧區
烏賊	wu1 chaak9	
嗚呼哀哉	wu1 fu1 oi1 joi1	
烏龜	wu1 gwai1	
污漬	wu1 jik7	
污糟	wu1 jou1	骯髒
污糟錢	wu1 jou1 chin2	髒錢
污糟邋遢	wu1 jou1 laat9 taat8	髒兮兮的，髒髒的
污糟貓	wu1 jou1 maau1	很髒的人，不講衛生的人
污糟衫	wu1 jou1 saam1	髒衣服
烏鱧	wu1 lai5	
烏喱單刀	wu1 lei1 daan1 dou1	亂七八糟，糊里糊塗，一塌糊塗
烏喱馬扠	wu1 lei1 ma5 cha5	亂七八糟，潦草
烏龍	wu1 lung2	糊涂，大意，糊裡糊塗
烏龍事	wu1 lung2 si6	糊塗事，差錯
烏龍王	wu1 lung2 wong4	糊塗蟲
烏龍	wu1 lung4	
烏龍茶	wu1 lung4 cha4	
烏鴉	wu1 nga1	
污染	wu1 yim5	
烏蠅	wu1 ying1	蒼蠅
湖畔	wu4 bun6	
蝴蝶	wu4 dip9	
蝴蝶結	wu4 dip9 git8	
餬口	wu4 hau2	
胡謅	wu4 jau1	
狐裘	wu4 kau4	
狐狸	wu4 lei4	
胡蘿蔔	wu4 lo4 baak9	
葫蘆	wu4 lou4	
胡亂	wu4 lyun6	
狐朋狗友	wu4 pang4 gau2 yau5	
弧線	wu4 sin3	
鬍鬚	wu4 sou1	鬍子，鬍鬚
糊塗	wu4 tou4	
胡桃	wu4 tou4	
衚衕	wu4 tung4	
戶口名簿	wu5 hau2 ming4 bou6	
互不侵犯條約	wu6 bat7 cham1 faan6 tiu4 yeuk8	
互不干涉內政	wu6 bat7 gon1 sip8 noi6 jing3	
互不相讓	wu6 bat7 seung1 yeung6	
護庇	wu6 bei3	
護壆層	wu6 bok8 chang4	基堤
互補	wu6 bou2	
扈從	wu6 chung4	
互動	wu6 dung6	
護花使者	wu6 fa1 si3 je2	
護髮	wu6 faat8	
互訪	wu6 fong2	
護膚	wu6 fu1	
護膚品	wu6 fu1 ban2	
護駕	wu6 ga3	
戶口	wu6 hau2	
戶口簿	wu6 hau2 bou2	
戶口調查	wu6 hau2 diu6 cha4	
戶口普查	wu6 hau2 pou2 cha4	
戶口謄本	wu6 hau2 tang4 bun2	
護航	wu6 hong4	
護航艦	wu6 hong4 laam6	
護航艦隊	wu6 hong4 laam6 deui6	
戶長	wu6 jeung2	
互致問候	wu6 ji3 man6 hau6	
戶籍	wu6 jik9	
戶籍謄本	wu6 jik9 tang4 bun2	
護照	wu6 jiu3	
互助	wu6 jo6	
護住	wu6 jyu6	
護理	wu6 lei5	
護理系	wu6 lei5 hai6	
護理職業	wu6 lei5 jyun1 yip9	
護面	wu6 min6	
護目	wu6 muk9	
護目鏡	wu6 muk9 geng3	
護眼	wu6 ngaan5	
戶外	wu6 ngoi6	
戶外運動	wu6 ngoi6 wan6 dung6	
戶外活動	wu6 ngoi6 wut9 dung6	
怙惡不悛	wu6 ngok8 bat7 syun1	
戶內	wu6 noi6	
護身	wu6 san1	
護身符	wu6 san1 fu4	
互相	wu6 seung1	
互相幫助	wu6 seung1 bong1 jo6	
互相切磋	wu6 seung1 chit8 cho1	
護士	wu6 si6	
護士學校	wu6 si6 hok9 haau6	
護士長	wu6 si6 jeung2	
護士室	wu6 si6 sat7	
護城河	wu6 sing4 ho4	
護送	wu6 sung3	
護送隊	wu6 sung3 deui6	
戶樞不蠹	wu6 syu1 bat7 dou3	
芋頭	wu6 tau4	
護套	wu6 tou3	
互惠	wu6 wai6	
護衛	wu6 wai6	
護衛隊	wu6 wai6 deui6	
護衛艦	wu6 wai6 laam6	
護運	wu6 wan6	
互換	wu6 wun6	
護佑	wu6 yau6	
煨	wui1	烘烤
煨番薯	wui1 faan1 syu4	烤番薯
蛔蟲	wui4 chung4	
回答	wui4 daap8	
回覆	wui4 fuk7	
回教徒	wui4 gaau3 tou4	
回歸	wui4 gwai1	
回歸線	wui4 gwai1 sin3	
回南	wui4 naam4	轉暖，回暖，吹南風，轉颳南風
回南天	wui4 naam4 tin1	回暖天氣
回收	wui4 sau1	
回首	wui4 sau2	
回水	wui4 seui2	退錢
回聲	wui4 sing1	
回憶	wui4 yik7	
回應	wui4 ying3	
會唔會	wui5 m4 wui5	會不會
會彈唔會唱	wui5 taan4 m4 wui5 cheung3	只會說不會做
會會哋	wui5 wui2 dei2	會一點兒
會錯意	wui6 cho3 yi3	誤解，誤會
匯款	wui6 fun2	
匯合	wui6 hap9	
會話	wui6 wa2	
會陰	wui6 yam1	
會議	wui6 yi5	
碗	wun2	飯碗
腕錶	wun2 biu1	手錶
腕部	wun2 bou6	
豌豆	wun2 dau6	
碗篤	wun2 duk7	碗底
碗筷	wun2 faai3	
碗櫃	wun2 gwai6	
腕骨	wun2 gwat7	
腕足	wun2 juk7	
腕足動物	wun2 juk7 dung6 mat9	
腕力	wun2 lik9	
惋惜	wun2 sik7	
莞爾	wun2 yi5	
莞爾一笑	wun2 yi5 yat7 siu3	
援交	wun4 gaau1	
援軍	wun4 gwan1	
援助	wun4 jo6	
援助交際	wun4 jo6 gaau1 jai3	
緩慢	wun4 maan6	
援手	wun4 sau2	
浣熊	wun5 hung4	
緩兵	wun6 bing1	
緩兵之計	wun6 bing1 ji1 gai3	
緩步	wun6 bou6	
緩步而行	wun6 bou6 yi4 haang4	
換錢	wun6 chin2	
緩衝	wun6 chung1	
緩衝地帶	wun6 chung1 dei6 daai3	
緩衝地區	wun6 chung1 dei6 keui1	
緩衝國	wun6 chung1 gwok8	
緩衝器	wun6 chung1 hei3	
緩衝劑	wun6 chung1 jai1	
緩衝作用	wun6 chung1 jok8 yung6	
緩衝期	wun6 chung1 kei4	
緩衝區	wun6 chung1 keui1	
玩忽	wun6 fat7	
玩忽職守	wun6 fat7 jik7 sau2	
緩解	wun6 gaai2	
緩急	wun6 gap7	
玩具	wun6 geui6	
玩具槍	wun6 geui6 cheung1	
玩具店	wun6 geui6 dim3	
緩氣	wun6 hei3	
緩期	wun6 kei4	
玩樂	wun6 lok9	
玩弄	wun6 lung6	
玩物	wun6 mat9	
玩物喪志	wun6 mat9 song3 ji3	
玩味	wun6 mei6	
玩偶	wun6 ngau5	
玩票	wun6 piu3	
換衫	wun6 saam1	換衣服
玩世	wun6 sai3	
玩世不恭	wun6 sai3 bat7 gung1	
喚醒	wun6 seng2	
玩賞	wun6 seung2	
換屎片	wun6 si2 pin2	換尿布
緩和	wun6 wo4	
緩緩	wun6 wun6	
緩役	wun6 yik9	
緩延	wun6 yin4	
煥然一新	wun6 yin4 yat7 san1	
緩刑	wun6 ying4	
玩月	wun6 yut9	
活版	wut9 baan2	
活版印刷	wut9 baan2 yan3 chaat8	
活蹦亂跳	wut9 baang6 lyun6 tiu3	
活寶	wut9 bou2	
活到老學到老	wut9 dou3 lou5 hok9 dou3 lou5	
活動	wut9 dung6	
活佛	wut9 fat9	
活火山	wut9 fo2 saan1	
活口	wut9 hau2	
活字	wut9 ji6	
活字版	wut9 ji6 baan2	
活字典	wut9 ji6 din2	
活字印刷	wut9 ji6 yan3 chaat8	
活捉	wut9 juk7	
活期	wut9 kei4	
活期儲蓄	wut9 kei4 chyu5 chuk7	
活期存款	wut9 kei4 chyun4 fun2	
活力	wut9 lik9	
活力充沛	wut9 lik9 chung1 pui3	
活路	wut9 lou6	
活埋	wut9 maai4	
活命	wut9 meng6	
活剝生吞	wut9 mok7 sang1 tan1	
活潑	wut9 put8	
活栓	wut9 saan1	
活塞	wut9 sak7	
活生生	wut9 sang1 sang1	
活受罪	wut9 sau6 jeui6	
活水	wut9 seui2	
活性	wut9 sing3	
活活潑潑	wut9 wut9 put8 put8	
活躍	wut9 yeuk9	
也許	ya5 heui2	
廿	ya6	二十
