开放粤语词典（耶鲁拼音数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
水势	seui2 sai3	
水深火热	seui2 sam1 fo2 yit9	
水深火热之中	seui2 sam1 fo2 yit9 ji1 jung1	
水神	seui2 san4	
水生	seui2 sang1	
水生动物	seui2 sang1 dung6 mat9	
水生植物	seui2 sang1 jik9 mat9	
水手	seui2 sau2	
水蛇	seui2 se4	
水蛇春咁长	seui2 se4 cheun1 gam3 cheung4	很长，极长，没完没了，长篇大论，大排长龙
水蚀	seui2 sik9	
水仙	seui2 sin1	
水仙花	seui2 sin1 fa1	
水星	seui2 sing1	
水性	seui2 sing3	
水氹	seui2 tam5	水坑，水洼
水天一色	seui2 tin1 yat7 sik7	
水塘	seui2 tong4	
水塘	seui2 tong4	水库
水土	seui2 tou2	
水土不服	seui2 tou2 bat7 fuk9	
水土流失	seui2 tou2 lau4 sat7	
水桶	seui2 tung2	
水患	seui2 waan6	
水位	seui2 wai6	
水运	seui2 wan6	
水汪汪	seui2 wong1 wong1	
水壶	seui2 wu2	
水浒传	seui2 wu2 jyun3	
水印	seui2 yan3	
水嘢	seui2 ye5	质量差的东西
水淹	seui2 yim1	
水鱼	seui2 yu2	鼈，甲鱼，团鱼，鼋，王八
水乳交融	seui2 yu5 gaau1 yung4	
水源	seui2 yun4	
水溶性	seui2 yung4 sing3	
水溶液	seui2 yung4 yik9	
说服	seui3 fuk9	
帅哥	seui3 go1	
帅气	seui3 hei3	
税制	seui3 jai3	
碎料	seui3 liu2	小事，小新闻
碎银	seui3 ngan2	零钱，散银，钢镚儿
岁月	seui3 yut9	
谁不知	seui4 bat7 ji1	谁知
垂危	seui4 ngai4	
垂涎三尺	seui4 yin4 saam1 chek8	
絮叨	seui5 dou1	
睡袋	seui6 doi6	
隧道	seui6 dou6	
睡房	seui6 fong2	卧室，卧房
睡觉	seui6 gaau3	
睡乡	seui6 heung1	
睡着	seui6 jeuk9	
睡莲	seui6 lin4	
睡眠	seui6 min4	
睡眠不足	seui6 min4 bat7 juk7	
睡眠疗法	seui6 min4 liu4 faat8	
睡梦	seui6 mung6	
睡眼惺忪	seui6 ngaan5 sing1 sung1	
睡袍	seui6 pou4	
睡衫	seui6 saam1	睡衣
燧石	seui6 sek9	
瑞士军刀	seui6 si6 gwan1 dou1	
睡衣	seui6 yi1	
削	seuk8	软，稀，松软，松弛，稀软，软软的，不结实
削笪笪	seuk8 daat8 daat8	软软的，很松弛
削地	seuk8 dei6	
削发	seuk8 faat8	
削发为僧	seuk8 faat8 wai4 jang1	
削价	seuk8 ga3	
削减	seuk8 gaam2	
铄金	seuk8 gam1	
削职为民	seuk8 jik7 wai4 man4	
削尖	seuk8 jim1	
削足适履	seuk8 juk7 sik7 lei5	
削球	seuk8 kau4	
削梨	seuk8 lei4	
削皮	seuk8 pei4	
削坺坺	seuk8 pet9 pet9	稀而烂，稀糊糊，稀稀烂烂的，软而不韧
铄石流金	seuk8 sek9 lau4 gam1	
削铁如泥	seuk8 tit8 yu4 nai4	
削弱	seuk8 yeuk9	
徇	seun1	申斥，责备，臭骂
殉情	seun1 ching4	
殉道	seun1 dou6	
殉道者	seun1 dou6 je2	
殉教	seun1 gaau3	
殉国	seun1 gwok8	
殉职	seun1 jik7	
殉职人员	seun1 jik7 yan4 yun4	
殉葬	seun1 jong3	
殉葬品	seun1 jong3 ban2	
询问	seun1 man6	
殉难	seun1 naan6	
殉难者	seun1 naan6 je2	
殉身	seun1 san1	
徇一餐	seun1 yat7 chaan1	臭骂一顿
笋	seun2	好，值
笋货	seun2 fo3	好货，好东西
笋价	seun2 ga3	好价钱，特价
榫头	seun2 tau4	
笋嘢	seun2 ye5	好东西，好货
信笔	seun3 bat7	
信步	seun3 bou6	
信步闲游	seun3 bou6 haan4 yau4	
信差	seun3 chaai1	
迅速	seun3 chuk7	
信佛	seun3 fat9	
信服	seun3 fuk9	
信封	seun3 fung1	
信风	seun3 fung1	
迅风	seun3 fung1	
信风带	seun3 fung1 daai3	
信奉	seun3 fung6	
瞬间	seun3 gaan1	
信教	seun3 gaau3	
信鸽	seun3 gap8	
信件	seun3 gin6	
信函	seun3 haam4	
信口雌黄	seun3 hau2 chi1 wong4	
信口开河	seun3 hau2 hoi1 ho4	
信号	seun3 hou6	
信号枪	seun3 hou6 cheung1	
信号弹	seun3 hou6 daan6	
信札	seun3 jaat8	
迅疾	seun3 jat9	
信纸	seun3 ji2	
迅即	seun3 jik7	
信笺	seun3 jin1	
迅捷	seun3 jit9	
信众	seun3 jung3	
汛期	seun3 kei4	
信赖	seun3 laai6	
迅雷	seun3 leui4	
迅雷不及掩耳	seun3 leui4 bat7 kap9 yim2 yi5	
迅猛	seun3 maang5	
信物	seun3 mat9	
囟门	seun3 mun4	
信念	seun3 nim6	
信誓旦旦	seun3 sai6 daan3 daan3	
信心	seun3 sam1	
信心十足	seun3 sam1 sap9 juk7	
信守	seun3 sau2	
信手	seun3 sau2	
信守不渝	seun3 sau2 bat7 yu4	
信手拈来	seun3 sau2 nim1 loi4	
信箱	seun3 seung1	
信使	seun3 si3	
信息	seun3 sik7	
讯息	seun3 sik7	
信贷	seun3 taai3	
信天翁	seun3 tin1 yung1	
信条	seun3 tiu4	
信徒	seun3 tou4	
信筒	seun3 tung2	
信任	seun3 yam6	
信任感	seun3 yam6 gam2	
信任案	seun3 yam6 on3	
信仰	seun3 yeung5	
信仰自由	seun3 yeung5 ji6 yau4	
信以为真	seun3 yi5 wai4 jan1	
信义	seun3 yi6	
信誉	seun3 yu6	
信肉	seun3 yuk9	信纸，信瓤儿
信用	seun3 yung6	
信用合作社	seun3 yung6 hap9 jok8 se5	
信用咭	seun3 yung6 kat7	信用卡
驯品	seun4 ban2	温和，温顺，驯良，柔顺，善良
唇齿之邦	seun4 chi2 ji1 bong1	
唇齿相依	seun4 chi2 seung1 yi1	
驯服	seun4 fuk9	
唇膏	seun4 gou1	口红
醇厚	seun4 hau5	
唇红齿白	seun4 hung4 chi2 baak9	
驯鹿	seun4 luk9	
唇吻	seun4 man5	
淳朴	seun4 pok8	
纯朴	seun4 pok8	
纯粹	seun4 seui6	
顺风驶艃	seun6 fung1 sai2 lei5	顺水推舟
顺利	seun6 lei6	
顺路	seun6 lou6	
伤疤	seung1 ba1	
双胞胎	seung1 baau1 toi1	
商品	seung1 ban2	
伤悲	seung1 bei1	
相比	seung1 bei2	
双边	seung1 bin1	
双边会谈	seung1 bin1 wui6 taam4	
伤病员	seung1 bing6 yun4	
相别	seung1 bit9	
相别多年	seung1 bit9 do1 nin4	
相补	seung1 bou2	
相伴	seung1 bun6	
相差	seung1 cha1	
伤残	seung1 chaan4	
双栖	seung1 chai1	
双层	seung1 chang4	
双层床	seung1 chang4 chong4	
双层公车	seung1 chang4 gung1 che1	
相随	seung1 cheui4	
商场	seung1 cheung4	
相似	seung1 chi5	
相称	seung1 ching3	
相切	seung1 chit8	
商朝	seung1 chiu4	
相冲	seung1 chung1	
双重	seung1 chung4	
双重标准	seung1 chung4 biu1 jeun2	
双重国籍	seung1 chung4 gwok8 jik9	
双重人格	seung1 chung4 yan4 gaak8	
伤处	seung1 chyu3	
相处	seung1 chyu5	
相传	seung1 chyun4	
相抵	seung1 dai2	
相得益彰	seung1 dak7 yik7 jeung1	
相等	seung1 dang2	
相对	seung1 deui3	
相对速度	seung1 deui3 chuk7 dou6	
相对主义	seung1 deui3 jyu2 yi6	
相对论	seung1 deui3 leun6	
相对湿度	seung1 deui3 sap7 dou6	
相对性	seung1 deui3 sing3	
相对而坐	seung1 deui3 yi4 cho5	
商店	seung1 dim3	
相待	seung1 doi6	
相当	seung1 dong1	
相反	seung1 faan2	
相反词	seung1 faan2 chi4	
双方	seung1 fong1	
双方同意	seung1 fong1 tung4 yi3	
相符	seung1 fu4	
孀妇	seung1 fu5	
相辅相成	seung1 fu6 seung1 sing4	
伤风	seung1 fung1	
伤风	seung1 fung1	感冒
伤风败俗	seung1 fung1 baai6 juk9	
伤风感冒	seung1 fung1 gam2 mou6	
相逢	seung1 fung4	
相加	seung1 ga1	
相隔	seung1 gaak8	
双格床	seung1 gaak8 chong4	双层床，架子床
相间	seung1 gaan1	
相较	seung1 gaau3	
相继	seung1 gai3	
伤感	seung1 gam2	
伤感情	seung1 gam2 ching4	
相近	seung1 gan6	
相见	seung1 gin3	
相见恨晚	seung1 gin3 han6 maan5	
相敬	seung1 ging3	
相敬如宾	seung1 ging3 yu4 ban1	
相干	seung1 gon1	
双槓	seung1 gong3	
双槓体操	seung1 gong3 tai2 chou1	
相关	seung1 gwaan1	
相关性	seung1 gwaan1 sing3	
双关语	seung1 gwaan1 yu5	
双轨	seung1 gwai2	
双轨制	seung1 gwai2 jai3	
双轨铁路	seung1 gwai2 tit8 lou6	
相克	seung1 hak7	
镶嵌	seung1 ham3	
伤痕	seung1 han4	
伤痕累累	seung1 han4 leui5 leui5	
伤口	seung1 hau2	
伤口发炎	seung1 hau2 faat8 yim4	
双喜	seung1 hei2	
双喜临门	seung1 hei2 lam4 mun4	
相许	seung1 heui2	
双向	seung1 heung3	
伤害	seung1 hoi6	
伤害罪	seung1 hoi6 jeui6	
伤害力	seung1 hoi6 lik9	
伤害性	seung1 hoi6 sing3	
伤寒	seung1 hon4	
伤寒病	seung1 hon4 beng6	
双行	seung1 hong2	
相劝	seung1 hyun3	
双周	seung1 jau1	
双周刊	seung1 jau1 hon2	
伤者	seung1 je2	
相聚	seung1 jeui6	
商酌	seung1 jeuk8	
双子	seung1 ji2	
双子星	seung1 ji2 sing1	
双职工	seung1 jik7 gung1	
相接	seung1 jip8	
双节棍	seung1 jit8 gwan3	
相助	seung1 jo6	
相撞	seung1 jong6	
相求	seung1 kau4	
相距	seung1 keui5	
商榷	seung1 kok8	
双曲线	seung1 kuk7 sin3	
相离	seung1 lei4	
相邻	seung1 leun4	
商量	seung1 leung4	
相连	seung1 lin4	
双螺旋	seung1 lo4 syun4	
商贸	seung1 mau6	
双面	seung1 min6	
伤亡	seung1 mong4	
伤亡惨重	seung1 mong4 cham2 jung6	
相望	seung1 mong6	
双妹唛	seung1 mui1 mak7	姊妹花
双目	seung1 muk9	
双目失明	seung1 muk9 sat7 ming4	
双眼	seung1 ngaan5	
双眼皮	seung1 ngaan5 pei4	
伤脑筋	seung1 nou5 gan1	
相爱	seung1 oi3	
相扑	seung1 pok8	
相配	seung1 pui3	
相陪	seung1 pui4	
相碰	seung1 pung3	
伤势	seung1 sai3	
伤心	seung1 sam1	
伤心欲绝	seung1 sam1 yuk9 jyut9	
伤身	seung1 san1	
双生	seung1 sang1	
双生子	seung1 sang1 ji2	
双生女	seung1 sang1 neui5	
相生相克	seung1 sang1 seung1 hak7	
相信	seung1 seun3	
双唇	seung1 seun4	
相思	seung1 si1	
相思病	seung1 si1 bing6	
相思豆	seung1 si1 dau6	
相思子	seung1 si1 ji2	
相视	seung1 si6	
相视而笑	seung1 si6 yi4 siu3	
相识	seung1 sik7	
双线	seung1 sin3	
双声带	seung1 sing1 daai3	
双姓	seung1 sing3	
双性恋	seung1 sing3 lyun2	
相成	seung1 sing4	
相送	seung1 sung3	
相谈	seung1 taam4	
相睇	seung1 tai2	相亲
相提并论	seung1 tai4 bing6 leun6	
伤天害理	seung1 tin1 hoi6 lei5	
相通	seung1 tung1	
伤痛	seung1 tung3	
相同	seung1 tung4	
双筒望远镜	seung1 tung4 mong6 yun5 geng3	
伤患	seung1 waan6	
相违	seung1 wai4	
伤胃	seung1 wai6	
相混	seung1 wan6	
双黄线	seung1 wong4 sin3	
相互	seung1 wu6	
相因而生	seung1 yan1 yi4 sang1	
伤人	seung1 yan4	
商人	seung1 yan4	
双人床	seung1 yan4 chong4	
双人房	seung1 yan4 fong2	
相约	seung1 yeuk8	
相若	seung1 yeuk9	
相让	seung1 yeung6	
相依为命	seung1 yi1 wai4 ming6	
相异	seung1 yi6	
相映	seung1 ying2	
相应	seung1 ying3	
双赢	seung1 ying4	
相认	seung1 ying6	
商业	seung1 yip9	
双语	seung1 yu5	
相与	seung1 yu5	相处
相遇	seung1 yu6	
伤员	seung1 yun4	
相拥	seung1 yung2	
相容	seung1 yung4	
商用	seung1 yung6	
双月	seung1 yut9	
双月刊	seung1 yut9 hon2	
相	seung2	照片，相片
想必	seung2 bit7	
想出	seung2 cheut7	
赏赐	seung2 chi3	
相底	seung2 dai2	底片
想当然	seung2 dong1 yin4	
想…都唔得	seung2 dou1 m4 dak7	想…都不行
赏花	seung2 fa1	
想法	seung2 faat8	
想方设法	seung2 fong1 chit8 faat8	
赏鉴	seung2 gaam3	
赏金	seung2 gam1	
相机	seung2 gei1	照相机
赏光	seung2 gwong1	
想起	seung2 hei2	
想尽	seung2 jeun6	
想像	seung2 jeung6	
想象	seung2 jeung6	
想像出	seung2 jeung6 cheut7	
想像力	seung2 jeung6 lik9	
想象力	seung2 jeung6 lik9	
赏脸	seung2 lim5	
想唔…都几难	seung2 m4 dou1 gei2 naan4	不…不行，非…不可
想念	seung2 nim6	
赏心悦事	seung2 sam1 yut9 muk9	
赏心悦目	seung2 sam1 yut9 muk9	
赏识	seung2 sik7	
赏画	seung2 wa2	
想话	seung2 wa6	正想，打算
赏玩	seung2 wun6	
想入非非	seung2 yap9 fei1 fei1	
想要	seung2 yiu3	
鲞鱼	seung2 yu4	
赏月	seung2 yut9	
相亲	seung3 chan1	
相公	seung3 gung1	
相国	seung3 gwok8	
相貌	seung3 maau6	
相命	seung3 ming6	
相术	seung3 seut9	
相士	seung3 si6	算命先生
嫦娥奔月	seung4 ngo4 ban1 yut9	
常常	seung4 seung4	
尝试	seung4 si3	
偿还	seung4 waan4	
徜徉	seung4 yeung4	
常用	seung4 yung6	
上班	seung5 baan1	
上班服	seung5 baan1 fuk9	
上班族	seung5 baan1 juk7	
上班时间	seung5 baan1 si4 gaan1	
上榜	seung5 bong2	
上榜名单	seung5 bong2 ming4 daan1	
上漆	seung5 chat7	
上车	seung5 che1	
上前	seung5 chin4	
上错天堂投错胎	seung5 cho3 tin1 tong4 tau4 cho3 toi1	
上菜	seung5 choi3	
上床	seung5 chong4	
上大学	seung5 daai6 hok9	
上当	seung5 dong3	
上坟	seung5 fan4	
上肥	seung5 fei4	
上火	seung5 fo2	
上架	seung5 ga2	
上街	seung5 gaai1	
上钩	seung5 gau1	
上镜	seung5 geng3	上电视，上相
上镜头	seung5 geng3 tau4	
上京	seung5 ging1	
上供	seung5 gung3	
上轨道	seung5 gwai2 dou6	
上去	seung5 heui3	
上香	seung5 heung1	
上学	seung5 hok9	
上学校	seung5 hok9 haau6	
上阵	seung5 jan3	
上酒家	seung5 jau2 ga1	
上战场	seung5 jin3 cheung4	
上座	seung5 jo6	
上契	seung5 kai3	认干亲
上蜡	seung5 laap9	
上楼	seung5 lau4	
上梁不正下梁歪	seung5 leung4 bat7 jing3 ha6 leung4 waai1	
上链	seung5 lin2	上发条，上弦
上落	seung5 lok9	上下，来往
上路	seung5 lou6	
上马	seung5 ma5	
上网	seung5 mong5	
上门	seung5 mun4	
上银幕	seung5 ngan4 mok9	
上岸	seung5 ngon6	发财
上山	seung5 saan1	
上山下乡	seung5 saan1 ha6 heung1	
上山下海	seung5 saan1 ha6 hoi2	
上市	seung5 si5	
上色	seung5 sik7	
上线	seung5 sin3	
上锁	seung5 so2	
上树	seung5 syu6	
上船	seung5 syun4	
上天堂	seung5 tin1 tong4	
上台	seung5 toi4	
上堂	seung5 tong4	上课
上画	seung5 wa2	放映，上映
上位	seung5 wai6	
上任	seung5 yam6	
上油	seung5 yau4	
上釉	seung5 yau6	
上品	seung6 ban2	
上臂	seung6 bei3	
上臂骨	seung6 bei3 gwat7	
上便	seung6 bin6	上面
上部	seung6 bou6	
上半部	seung6 bun3 bou6	
上半场	seung6 bun3 cheung4	
上半年	seung6 bun3 nin4	
上半身	seung6 bun3 san1	
上策	seung6 chaak8	
上层	seung6 chang4	
上层社会	seung6 chang4 se5 wui6	
上斜	seung6 che3	上坡
上旬	seung6 cheun4	
上次	seung6 chi3	
上情下达	seung6 ching4 ha6 daat9	
上朝	seung6 chiu4	
上苍	seung6 chong1	
上传	seung6 chyun4	
上帝	seung6 dai3	
上第	seung6 dang2	
上等兵	seung6 dang2 bing1	
上等货	seung6 dang2 fo3	
上方	seung6 fong1	
上访	seung6 fong2	
上校	seung6 gaau3	
上校军官	seung6 gaau3 gwan1 gun1	
上缴	seung6 giu2	
上个	seung6 go3	
上个礼拜	seung6 go3 lai5 baai3	上个星期
上告	seung6 gou3	
上古	seung6 gu2	
上古时代	seung6 gu2 si4 doi6	
上下其手	seung6 ha6 kei4 sau2	
上下文	seung6 ha6 man4	
上限	seung6 haan6	
上颌骨	seung6 hap9 gwat7	
上气不接下气	seung6 hei3 bat7 jip8 ha6 hei3	
上海话	seung6 hoi2 wa2	
上好	seung6 hou2	
上空	seung6 hung1	
上空装	seung6 hung1 jong1	
上集	seung6 jaap9	
上昼	seung6 jau3	上午
上涨	seung6 jeung2	
上将	seung6 jeung3	
上肢	seung6 ji1	
上载	seung6 joi3	
上中下游	seung6 jung1 ha6 yau4	
上中农	seung6 jung1 nung4	
上级	seung6 kap7	
上流	seung6 lau4	
上流社会	seung6 lau4 se5 wui6	
上流人士	seung6 lau4 yan4 si6	
上联	seung6 lyun4	
上文	seung6 man4	
尚未	seung6 mei6	
上面	seung6 min6	
上额	seung6 ngaak9	
上眼皮	seung6 ngaan5 pei4	
上颚	seung6 ngok9	
上颚骨	seung6 ngok9 gwat7	
上岸	seung6 ngon6	
上皮	seung6 pei4	
上皮组织	seung6 pei4 jou2 jik7	
上皮细胞	seung6 pei4 sai3 baau1	
上坡	seung6 po1	
上坡道	seung6 po1 dou6	
上坡路	seung6 po1 lou6	
上上下下	seung6 seung6 ha6 ha6	
上上之策	seung6 seung6 ji1 chaak8	
上述	seung6 seut9	
上司	seung6 si1	
上升	seung6 sing1	
上声	seung6 sing1	
上乘	seung6 sing4	
上诉	seung6 sou3	
上诉人	seung6 sou3 yan4	
上书	seung6 syu1	
上体	seung6 tai2	
上天	seung6 tin1	
上天无路	seung6 tin1 mou4 lou6	
上汤	seung6 tong1	高汤
上吐下泻	seung6 tou3 ha6 se3	
上尉	seung6 wai3	
上尉军官	seung6 wai3 gwan1 gun1	
上游	seung6 yau4	
上游工业	seung6 yau4 gung1 yip9	
上衣	seung6 yi1	
上意识	seung6 yi3 sik7	
上移	seung6 yi4	
上议院	seung6 yi5 yun6	
上演	seung6 yin2	
上弦	seung6 yin4	
上弦月	seung6 yin4 yut9	
上映	seung6 ying2	
上映期间	seung6 ying2 kei4 gaan1	
上页	seung6 yip9	
率兵	seut7 bing1	
率部	seut7 bou6	
率队	seut7 deui6	
摔跤	seut7 gaau1	
恤金	seut7 gam1	
率真	seut7 jan1	
率直	seut7 jik9	
率领	seut7 ling5	
恤衫	seut7 saam1	衬衫
率兽食人	seut7 sau3 sik9 yan4	
率师	seut7 si1	
率先	seut7 sin1	
率性	seut7 sing3	
率同	seut7 tung4	
率团	seut7 tyun4	
率由旧章	seut7 yau4 gau6 jeung1	
率尔	seut7 yi5	
率尔操觚	seut7 yi5 chou1 gu1	
率然	seut7 yin4	
述说	seut9 syut8	
术语	seut9 yu5	
CIB	si1 ai1 bi1	刑事情报科
私产	si1 chaan2	
丝绸	si1 chau4	
师出无名	si1 cheut7 mou4 ming4	
蓍草	si1 chou2	
私处	si1 chyu3	
思忖	si1 chyun2	
丝带	si1 daai2	
私底下	si1 dai2 ha6	
私党	si1 dong2	
师范	si1 faan6	
师范大学	si1 faan6 daai6 hok9	
师范学校	si1 faan6 hok9 haau6	
师范学院	si1 faan6 hok9 yun6	
司法	si1 faat8	
私法	si1 faat8	
丝发	si1 faat8	丝绸，绸缎，真丝
司法部	si1 faat8 bou6	
司法部长	si1 faat8 bou6 jeung2	
司法独立	si1 faat8 duk9 laap9	
司法界	si1 faat8 gaai3	
司法机关	si1 faat8 gei1 gwaan1	
司法官	si1 faat8 gun1	
丝发戏服	si1 faat8 hei3 fuk9	绸缎戏服
司法制度	si1 faat8 jai3 dou6	
司法权	si1 faat8 kyun4	
司法院	si1 faat8 yun6	
司法院长	si1 faat8 yun6 jeung2	
施肥	si1 fei4	
私访	si1 fong2	
私房	si1 fong4	
私房钱	si1 fong4 chin4	
师傅	si1 fu2	
师父	si1 fu2	
私家	si1 ga1	
私家	si1 ga1	私人的
私家车	si1 ga1 che1	私人汽车
私家医生	si1 ga1 yi1 sang1	私人医生
私交	si1 gaau1	
司机	si1 gei1	司机
诗歌	si1 go1	
师姑	si1 gu1	尼姑
私下	si1 ha6	
思考	si1 haau2	
思考方式	si1 haau2 fong1 sik7	
师兄	si1 hing1	
诗兴大发	si1 hing3 daai6 faat8	
私枭	si1 hiu1	
司空	si1 hung1	
司空见惯	si1 hung1 gin3 gwaan3	
诗集	si1 jaap9	
师资	si1 ji1	
狮子	si1 ji2	
私自	si1 ji6	
蓍占	si1 jim1	
师祖	si1 jou2	
司寇	si1 kau3	
私立	si1 laap9	
私立学校	si1 laap9 hok9 haau6	
思虑	si1 leui6	
司令	si1 ling6	
司令部	si1 ling6 bou6	
司令官	si1 ling6 gun1	
司令台	si1 ling6 toi4	
司令员	si1 ling6 yun4	
撕裂	si1 lit9	
司马	si1 ma5	
斯文	si1 man4	
丝袜	si1 mat9	
师奶	si1 naai1	家庭主妇，家庭妇女，妇人，夫人，太太
厮杀	si1 saat8	
私心	si1 sam1	
师生	si1 sang1	
私生子	si1 sang1 ji2	
私生女	si1 sang1 neui5	
私生活	si1 sang1 wut9	
厮守	si1 sau2	
私仇	si1 sau4	
施舍	si1 se2	
撕碎	si1 seui3	
私信	si1 seun3	
思想	si1 seung2	
斯斯文文	si1 si1 man4 man4	很斯文
思思缩缩	si1 si1 suk7 suk7	拘束，蹑手蹑脚，缩成一团
司士	si1 si6	
私事	si1 si6	
思缩	si1 suk7	拘束，不大方
私塾	si1 suk9	
私船	si1 syun4	
师太	si1 taai2	师母，师娘
尸体	si1 tai2	
私吞	si1 tan1	
司徒	si1 tou4	
师徒	si1 tou4	
思维	si1 wai4	
尸位素餐	si1 wai6 sou3 chaan1	
私隐	si1 yan2	
私隐	si1 yan2	隐私
私隐权	si1 yan2 kyun4	隐私权
私人	si1 yan4	
诗人	si1 yan4	
私人秘书	si1 yan4 bei3 syu1	
私有	si1 yau5	
私有财产	si1 yau5 choi4 chaan2	
私有制	si1 yau5 jai3	
施虐	si1 yeuk9	
诗意	si1 yi3	
司仪	si1 yi4	
思疑	si1 yi4	怀疑
私营	si1 ying4	
私营企业	si1 ying4 kei5 yip9	
私欲	si1 yuk9	
私用	si1 yung6	
屎	si2	差劲，很差
使出	si2 cheut7	
使出浑身解数	si2 cheut7 wan4 san1 gaai2 sou3	
史前	si2 chin4	
史前时代	si2 chin4 si4 doi6	
使得	si2 dak7	
屎窟	si2 fat7	屁股
屎窟窿	si2 fat7 lung1	肛门，屁股眼
屎计	si2 gai2	鬼主意，馊主意
史记	si2 gei3	
使劲	si2 ging6	
屎坑	si2 haang1	茅坑，厕所
史学	si2 hok9	
史学家	si2 hok9 ga1	
史学界	si2 hok9 gaai3	
史迹	si2 jik7	
屎桥	si2 kiu2	馊主意，馊点子
史料	si2 liu6	
史无前例	si2 mou4 chin4 lai6	
屎眼	si2 ngaan5	肛门，屁股眼
使眼色	si2 ngaan5 sik7	
屎片	si2 pin2	尿布
史实	si2 sat9	
史上	si2 seung6	
史诗	si2 si1	
使性子	si2 sing3 ji2	
史书	si2 syu1	
倒屎塔	si2 taap8	倒马桶
屎塔	si2 taap8	马桶
屎塔盖	si2 taap8	马桶盖子
使唤	si2 wun6	
使人	si2 yan4	
使然	si2 yin4	
试镜	si3 geng3	试拍
试过	si3 gwo3	曾经，曾有过，曾经有过，曾经出现过
试过有一次	si3 gwo3 yau5 yat7 chi3	曾经有一次
试吓	si3 ha5	试试看
嗜好	si3 hou3	
使者	si3 je2	
使节	si3 jit8	
试味	si3 mei6	尝味，尝一下味道
试味道	si3 mei6 dou6	尝味，尝一下味道
使命	si3 ming6	
使命感	si3 ming6 gam2	
肆无忌惮	si3 mou4 gei6 daan6	
使女	si3 neui5	
试衫房	si3 saam1 fong2	更衣室
嗜杀成性	si3 saat8 sing4 sing3	
试身	si3 san1	试穿，试衣
使臣	si3 san4	
使徒	si3 tou4	
试图	si3 tou4	
是日例汤	si3 yat9 lai6 tong1	当天卖的汤，当天的普通汤
肆虐	si3 yeuk9	
肆意	si3 yi3	
试验	si3 yim6	
时代	si4 doi6	
时间	si4 gaan1	
时间表	si4 gaan1 biu2	
时过境迁	si4 gwo3 ging2 chin1	
时刻	si4 hak7	
时候	si4 hau6	
时候	si4 hau6	时间
时候唔够	si4 hau6 m4 gau3	时间不够
时兴	si4 hing1	
时空	si4 hung1	
时装	si4 jong1	
时装骚	si4 jong1 sou1	时装秀
莳罗	si4 lo4	
时唛	si4 mak7	时髦，漂亮
时髦	si4 mou4	
时尚	si4 seung6	
时时	si4 si4	常常
时事	si4 si6	
鲥鱼	si4 yu4	
市场	si5 cheung4	
市价	si5 ga3	
市集	si5 jaap9	
市长	si5 jeung2	
市值	si5 jik9	
市占率	si5 jim3 leut9	
市井	si5 jing2	
市井小民	si5 jing2 siu2 man4	
市政府	si5 jing3 fu2	
市区	si5 keui1	
市民	si5 man4	
士巴拿	si6 ba1 na2	扳手，扳子，螺旋钳
士啤	si6 be1	备用，备用物
士啤肽	si6 be1 taai1	备用车轮
事变	si6 bin3	
士兵	si6 bing1	
是必	si6 bit7	一定
侍仆	si6 buk9	
事半功倍	si6 bun3 gung1 pui5	
士钵恤	si6 but7 seut7	运动衣
是次	si6 chi3	
事前	si6 chin4	
事情	si6 ching4	
事情多罗罗	si6 ching4 do1 lo4 lo4	事情多多的
侍从	si6 chung4	
士担	si6 daam1	邮票
是但	si6 daan6	随便
是但呀	si6 daan6 a3	随便吧
是但你拣	si6 daan6 nei5 gaan2	由你决定
士的	si6 dik7	手杖，拐杖，拐棍
士多	si6 do1	小商店
士多啤梨	si6 do1 be1 lei2	草莓
士多房	si6 do1 fong2	堆房，储藏室
事到如今	si6 dou3 yu4 gam1	
示范	si6 faan6	
事发	si6 faat8	
是非	si6 fei1	
是非多罗罗	si6 fei1 do1 lo4 lo4	是非多多的
是非之地	si6 fei1 ji1 dei6	
是非自有公论	si6 fei1 ji6 yau5 gung1 leun6	
是非曲直	si6 fei1 kuk7 jik9	
侍奉	si6 fung6	
事隔多年	si6 gaak8 do1 nin4	
事件	si6 gin6	
视觉	si6 gok8	
视角	si6 gok8	
视觉神经	si6 gok8 san4 ging1	
事干	si6 gon3	事儿，事情
事故	si6 gu3	
事关	si6 gwaan1	因为，由于
事过境迁	si6 gwo3 ging2 chin1	
事后	si6 hau6	
侍候	si6 hau6	
士气	si6 hei3	
事项	si6 hong6	
侍仔	si6 jai2	服务员
侍者	si6 je2	
仕进	si6 jeun3	
事在人为	si6 joi6 yan4 wai4	
士叻	si6 lik7	虫胶
视力	si6 lik9	
士碌架	si6 luk7 ga2	撞球，台球，桌球
事物	si6 mat9	
事务	si6 mou6	
仕女	si6 neui5	
侍女	si6 neui5	
仕女图	si6 neui5 tou4	
视频	si6 pan4	
事倍功半	si6 pui5 gung1 bun3	
事实	si6 sat9	
事实上	si6 sat9 seung6	
事实胜于雄辩	si6 sat9 sing3 yu1 hung4 bin6	
视死如归	si6 sei2 yu4 gwai1	
是是但但	si6 si6 daan6 daan6	随随便便，随便一点
是是非非	si6 si6 fei1 fei1	
事先	si6 sin1	
