開放粵語詞典（黃錫凌調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
無足輕重	ˌmou 'dzʊk 'hɪŋ ˏtsʊŋ	
無蹤	ˌmou 'dzʊŋ	
無花果	ˌmou 'fa ´gwɔ	
無花果樹	ˌmou 'fa ´gwɔ _sy	
無非	ˌmou 'fei	
無分	ˌmou 'fɐn	
無分軒輊	ˌmou 'fɐn 'hin ¯dzi	
無分彼此	ˌmou 'fɐn ´bei ˏtsi	
無福消受	ˌmou 'fʊk 'siu _sɐu	
無風不起浪	ˌmou 'fʊŋ 'bɐt ´hei _lɔŋ	
無家可歸	ˌmou 'ga ´hɔ 'gwɐi	
無機	ˌmou 'gei	
無機化學	ˌmou 'gei ¯fa _hɔk	
無機化合物	ˌmou 'gei ¯fa _hɔk _mɐt	
無機可乘	ˌmou 'gei ´hɔ ˌsɪŋ	
無辜	ˌmou 'gu	
無關痛癢	ˌmou 'gwan ¯tʊŋ ˏjœŋ	
無隙可乘	ˌmou 'gwik ´hɔ ˌsɪŋ	
毛骨悚然	ˌmou 'gwɐt ´sʊŋ ˌjin	
毛巾	ˌmou 'gɐn	
毛巾褸	ˌmou 'gɐn 'lɐu	毛長外衣
毛公仔	ˌmou 'gʊŋ ´dzɐi	絨毛娃娃，絨毛玩具
無功而退	ˌmou 'gʊŋ ˌji ¯tœy	
無牽無掛	ˌmou 'hin ˌmou ¯gwa	
巫醫	ˌmou 'ji	
無益	ˌmou 'jik	
無冤無仇	ˌmou 'jyn ˌmou ˌsɐu	
無憂無慮	ˌmou 'jɐu ˌmou _lœy	
無拘	ˌmou 'kœy	
無拘無束	ˌmou 'kœy ˌmou 'tsʊk	
無稽之談	ˌmou 'kɐi 'dzi ˌtam	
無拏拏	ˌmou 'na 'na	無緣無故
巫師	ˌmou 'si	
無師自通	ˌmou 'si _dzi 'tʊŋ	
無色	ˌmou 'sik	
模式	ˌmou 'sik	
無須	ˌmou 'sœy	
毋須	ˌmou 'sœy	
無傷大雅	ˌmou 'sœŋ _dai ˏŋa	
無心之過	ˌmou 'sɐm 'dzi ¯gwɔ	
無聲無息	ˌmou 'sɪŋ ˌmou 'sik	
無出其右者	ˌmou 'tsœt ˌkei _jɐu ´dzɛ	
毛病	ˌmou _bɛŋ	
無病呻吟	ˌmou _bɪŋ 'sɐn ˌjɐm	
無地自容	ˌmou _dei _dzi ˌjʊŋ	
無盡	ˌmou _dzœn	
無罪	ˌmou _dzœy	
無助	ˌmou _dzɔ	
無助於	ˌmou _dzɔ 'jy	
模特兒	ˌmou _dɐk ˌji	
無毒不丈夫	ˌmou _dʊk 'bɐt _dzœŋ 'fu	
無獨有偶	ˌmou _dʊk ˏjɐu ˏŋɐu	
無動於衷	ˌmou _dʊŋ 'jy 'dzʊŋ	
模范	ˌmou _fan	
無技可施	ˌmou _gei ´hɔ 'si	
無懈可擊	ˌmou _hai ´hɔ 'gik	
無限	ˌmou _han	
無限公司	ˌmou _han 'gʊŋ 'si	
無後顧之憂	ˌmou _hɐu ¯gu 'dzi 'jɐu	
誣害	ˌmou _hɔi	
無害	ˌmou _hɔi	
無異	ˌmou _ji	
無異議	ˌmou _ji ˏji	
無異議通過	ˌmou _ji ˏji 'tʊŋ ¯gwɔ	
無業	ˌmou _jip	
無業遊民	ˌmou _jip ˌjɐu ˌmɐn	
模樣	ˌmou _jœŋ	
無恙	ˌmou _jœŋ	
無賴	ˌmou _lai	
無利可圖	ˌmou _lei ´hɔ ˌtou	
無力	ˌmou _lik	
無論	ˌmou _lœn	
無論如何	ˌmou _lœn ˌjy ˌhɔ	
無味	ˌmou _mei	
誣衊	ˌmou _mit	
無奈	ˌmou _nɔi	
無視	ˌmou _si	
巫士	ˌmou _si	
無謂	ˌmou _wɐi	不必，沒有意義
無謂	ˌmou _wɐi	
無誤	ˌmou _ŋ̩	
膜拜	ˌmou ¯bai	
無濟於事	ˌmou ¯dzɐi 'jy _si	
無法無天	ˌmou ¯fat ˌmou 'tin	
無價	ˌmou ¯ga	
無價之寶	ˌmou ¯ga 'dzi ´bou	
無國籍	ˌmou ¯gwɔk _dzik	
無計可施	ˌmou ¯gɐi ´hɔ 'si	
無意中	ˌmou ¯ji 'dzʊŋ	
無怨無悔	ˌmou ¯jyn ˌmou ¯fui	
無線	ˌmou ¯sin	
無線電	ˌmou ¯sin _din	
無線電通信	ˌmou ¯sin _din 'tʊŋ ¯sœn	
無線電視	ˌmou ¯sin _din _si	
無線電視台	ˌmou ¯sin _din _si ˌtɔi	
無線電話	ˌmou ¯sin _din ´wa	
無線電台	ˌmou ¯sin _din ˌtɔi	
無處可逃	ˌmou ¯tsy ´hɔ ˌtou	
無畏	ˌmou ¯wɐi	
無惡不作	ˌmou ¯ɔk 'bɐt ¯dzɔk	
無比	ˌmou ´bei	
無補於事	ˌmou ´bou 'jy _si	
無止境	ˌmou ´dzi ´gɪŋ	
無阻	ˌmou ´dzɔ	
無底洞	ˌmou ´dɐi _dʊŋ	
無黨籍	ˌmou ´dɔŋ _dzik	
模仿	ˌmou ´fɔŋ	
毛管	ˌmou ´gun	毛孔
毛管戙	ˌmou ´gun _dʊŋ	起雞皮疙瘩，起雞皮
無可	ˌmou ´hɔ	
無可非議	ˌmou ´hɔ 'fei ˏji	
無可避免	ˌmou ´hɔ _bei ˏmin	
無可奉告	ˌmou ´hɔ _fʊŋ ¯gou	
無可奈何	ˌmou ´hɔ _nɔi ˌhɔ	
無可救藥	ˌmou ´hɔ ¯gɐu _jœk	
無可厚非	ˌmou ´hɔ ˏhɐu 'fei	
無孔不入	ˌmou ´hʊŋ 'bɐt _jɐp	
無影無蹤	ˌmou ´jɪŋ ˌmou 'dzʊŋ	
無損	ˌmou ´syn	
無所不包	ˌmou ´sɔ 'bɐt 'bau	
無所不知	ˌmou ´sɔ 'bɐt 'dzi	
無所不用其極	ˌmou ´sɔ 'bɐt _jʊŋ ˌkei _gik	
無所不能	ˌmou ´sɔ 'bɐt ˌnɐŋ	
無所不為	ˌmou ´sɔ 'bɐt ˌwɐi	
無所適從	ˌmou ´sɔ 'sik ˌtsʊŋ	
無所遁形	ˌmou ´sɔ _dœn ˌjɪŋ	
無所忌諱	ˌmou ´sɔ _gei ˏwɐi	
無所事事	ˌmou ´sɔ _si _si	
無所謂	ˌmou ´sɔ _wɐi	
無所畏懼	ˌmou ´sɔ ¯wɐi _gœy	
毛毯	ˌmou ´tam	
無產階級	ˌmou ´tsan 'gai 'kɐp	
無產階級革命	ˌmou ´tsan 'gai 'kɐp ¯gak _mɪŋ	
無恥	ˌmou ´tsi	
無恥之徒	ˌmou ´tsi 'dzi ˌtou	
無妨	ˌmou ˌfɔŋ	
無瑕	ˌmou ˌha	
無疑	ˌmou ˌji	
無言	ˌmou ˌjin	
無言以對	ˌmou ˌjin ˏji ¯dœy	
無緣	ˌmou ˌjyn	
無緣無故	ˌmou ˌjyn ˌmou ¯gu	
無人問津	ˌmou ˌjɐn _mɐn 'dzœn	
模型	ˌmou ˌjɪŋ	
無庸置疑	ˌmou ˌjʊŋ ¯dzi ˌji	
毋庸置疑	ˌmou ˌjʊŋ ¯dzi ˌji	
無奇不有	ˌmou ˌkei 'bɐt ˏjɐu	
無窮無盡	ˌmou ˌkʊŋ ˌmou _dzœn	
無厘頭	ˌmou ˌlei ˌtɐu	不合理，不合邏輯，沒有道理，令人摸不著頭腦
無聊	ˌmou ˌliu	
無聊賴	ˌmou ˌliu _lai	無聊，無事可幹
毛驢	ˌmou ˌlœy	
模棱兩可	ˌmou ˌlɪŋ ˏlœŋ ´hɔ	
無微不至	ˌmou ˌmei 'bɐt ¯dzi	
無無端端	ˌmou ˌmou 'dyn 'dyn	無緣無故
毛毛蟲	ˌmou ˌmou ˌtsʊŋ	
無名英雄	ˌmou ˌmɪŋ 'jɪŋ ˌhʊŋ	
無名氏	ˌmou ˌmɪŋ _si	
無名指	ˌmou ˌmɪŋ ´dzi	
無名火	ˌmou ˌmɪŋ ´fɔ	
無名小卒	ˌmou ˌmɪŋ ´siu 'dzœt	
無能	ˌmou ˌnɐŋ	
無能為力	ˌmou ˌnɐŋ ˌwɐi _lik	
無憑無據	ˌmou ˌpɐŋ ˌmou ¯gœy	
巫婆	ˌmou ˌpɔ	
無償	ˌmou ˌsœŋ	
無常	ˌmou ˌsœŋ	
無神論	ˌmou ˌsɐn _lœn	
無條件	ˌmou ˌtiu _gin	
無條件投降	ˌmou ˌtiu _gin ˌtɐu ˌhɔŋ	
無邪	ˌmou ˌtsɛ	
無情	ˌmou ˌtsɪŋ	
無情白事	ˌmou ˌtsɪŋ _bak _si	無緣無故
無從	ˌmou ˌtsʊŋ	
無從交代	ˌmou ˌtsʊŋ 'gau _dɔi	
模糊	ˌmou ˌwu	
無遺	ˌmou ˌwɐi	
無涯	ˌmou ˌŋai	
無顏見江東父老	ˌmou ˌŋan ¯gin 'gɔŋ 'dʊŋ _fu ˏlou	
無垠	ˌmou ˌŋɐn	
氂牛	ˌmou ˌŋɐu	
模擬	ˌmou ˏji	
無語	ˌmou ˏjy	
無與倫比	ˌmou ˏjy ˌlœn ´bei	
無理	ˌmou ˏlei	
無理取鬧	ˌmou ˏlei ´tsœy _nau	
無禮	ˌmou ˏlɐi	
無尾熊	ˌmou ˏmei ˌhʊŋ	
無米之炊	ˌmou ˏmɐi 'dzi 'tsœy	
巫女	ˌmou ˏnœy	
無往不利	ˌmou ˏwɔŋ 'bɐt _lei	
霉	ˌmui	糟，落泊
梅花	ˌmui 'fa	梅花
梅花錶	ˌmui 'fa 'biu	
媒介	ˌmui ¯gai	
媒介物	ˌmui ¯gai _mɐt	
媒介體	ˌmui ¯gai ´tɐi	
玫瑰	ˌmui ¯gwɐi	
玫瑰花	ˌmui ¯gwɐi 'fa	
玫瑰色	ˌmui ¯gwɐi 'sik	
煤氣	ˌmui ¯hei	瓦斯
煤礦	ˌmui ¯kwɔŋ	
媒體	ˌmui ´tɐi	
媒人	ˌmui ˌjɐn	
媒人婆	ˌmui ˌjɐn ˌpɔ	媒婆
媒人婆	ˌmui ˌjɐn ˌpɔ	
媒婆	ˌmui ˌpɔ	
門鐘	ˌmun 'dzʊŋ	門鈴，電門鈴
門窗	ˌmun 'tsœŋ	
門號	ˌmun _hou	
門面	ˌmun _min	
門外	ˌmun _ŋɔi	
門外漢	ˌmun _ŋɔi ¯hɔn	
門當戶對	ˌmun ¯dɔŋ _wu ¯dœy	
門鉸	ˌmun ¯gau	合頁
瞞過	ˌmun ¯gwɔ	
門禁	ˌmun ¯gɐm	
門客	ˌmun ¯hak	
門罅	ˌmun ¯la	門縫
門派	ˌmun ¯pai	
門票	ˌmun ¯piu	
門診	ˌmun ´dzɐn	
門墩	ˌmun ´dɐn	
門警	ˌmun ´gɪŋ	
門口	ˌmun ´hɐu	
門可羅雀	ˌmun ´hɔ ˌlɔ ¯dzœk	
門齒	ˌmun ´tsi	
門診部	ˌmun ´tsɐn _bou	
門縫	ˌmun ˌfʊŋ	
門帘	ˌmun ˌlim	
門簾	ˌmun ˌlim	
門聯	ˌmun ˌlyn	
門鈴	ˌmun ˌlɪŋ	
門牌	ˌmun ˌpai	
門牌號碼	ˌmun ˌpai _hou ˏma	
門神	ˌmun ˌsɐn	
門徒	ˌmun ˌtou	
門庭若市	ˌmun ˌtɪŋ _jœk ˏsi	
門環	ˌmun ˌwan	
門牙	ˌmun ˌŋa	
門檻	ˌmun ˏham	
迷宮	ˌmɐi 'gʊŋ	
迷惑	ˌmɐi _wak	
迷幻	ˌmɐi _wan	
迷信	ˌmɐi ¯sœn	
迷戀	ˌmɐi ´lyn	
迷迷懵	ˌmɐi ˌmɐi ´mʊŋ	神志不清，迷迷糊糊
迷茫	ˌmɐi ˌmɔŋ	
迷濛	ˌmɐi ˌmʊŋ	
迷魂	ˌmɐi ˌwɐn	
迷魂湯	ˌmɐi ˌwɐn 'tɔŋ	
迷魂陣	ˌmɐi ˌwɐn _dzɐn	
迷魂藥	ˌmɐi ˌwɐn _jœk	
謎語	ˌmɐi ˏjy	
迷你	ˌmɐi ˏnei	
迷你裙	ˌmɐi ˏnei ˌkwɐn	
眯眼	ˌmɐi ˏŋan	
文筆	ˌmɐn 'bɐt	
文筆流暢	ˌmɐn 'bɐt ˌlɐu ¯tsœŋ	
民兵	ˌmɐn 'bɪŋ	
文職	ˌmɐn 'dzik	
文職人員	ˌmɐn 'dzik ˌjɐn ˌjyn	
文章	ˌmɐn 'dzœŋ	
文科	ˌmɐn 'fɔ	
文科學生	ˌmɐn 'fɔ _hɔk 'saŋ	
文風	ˌmɐn 'fʊŋ	
文風不動	ˌmɐn 'fʊŋ 'bɐt _dʊŋ	
民間	ˌmɐn 'gan	
文官	ˌmɐn 'gun	
民生	ˌmɐn 'sɐŋ	
民生主義	ˌmɐn 'sɐŋ ´dzy _ji	
文摘	ˌmɐn _dzak	
文字	ˌmɐn _dzi	
文字獄	ˌmɐn _dzi _jʊk	
民族	ˌmɐn _dzʊk	
民族主義	ˌmɐn _dzʊk ´dzy _ji	
文具	ˌmɐn _gœy	
文具用品	ˌmɐn _gœy _jʊŋ ´bɐn	
文具店	ˌmɐn _gœy ¯dim	
文具行	ˌmɐn _gœy ˌhɔŋ	
文學	ˌmɐn _hɔk	
文學家	ˌmɐn _hɔk 'ga	
文學系	ˌmɐn _hɔk _hɐi	
文學院	ˌmɐn _hɔk _jyn	
文學運動	ˌmɐn _hɔk _wɐn _dʊŋ	
文學作品	ˌmɐn _hɔk ¯dzɔk ´bɐn	
文學界	ˌmɐn _hɔk ¯gai	
文學館	ˌmɐn _hɔk ´gun	
文學史	ˌmɐn _hɔk ´si	
文學評論	ˌmɐn _hɔk ˌpɪŋ _lœn	
文物	ˌmɐn _mɐt	
文藝	ˌmɐn _ŋɐi	
文藝圈	ˌmɐn _ŋɐi 'hyn	
文藝復興	ˌmɐn _ŋɐi _fʊk 'hɪŋ	
文藝活動	ˌmɐn _ŋɐi _wut _dʊŋ	
文藝界	ˌmɐn _ŋɐi ¯gai	
文縐縐	ˌmɐn ¯dzɐu ¯dzɐu	
民眾	ˌmɐn ¯dzʊŋ	
文化	ˌmɐn ¯fa	
文化交流	ˌmɐn ¯fa 'gau ˌlɐu	
文化圈	ˌmɐn ¯fa 'hyn	
文化大革命	ˌmɐn ¯fa _dai ¯gak _mɪŋ	
文化史	ˌmɐn ¯fa ´si	
文化水平	ˌmɐn ¯fa ´sœy ˌpɪŋ	
文化人	ˌmɐn ¯fa ˌjɐn	
文法	ˌmɐn ¯fat	
文革	ˌmɐn ¯gak	
文革時期	ˌmɐn ¯gak ˌsi ˌkei	
文教	ˌmɐn ¯gau	
文教界	ˌmɐn ¯gau ¯gai	
民國	ˌmɐn ¯gwɔk	
文獻	ˌmɐn ¯hin	
民意調查	ˌmɐn ¯ji _diu ˌtsa	
文本	ˌmɐn ´bun	
民主	ˌmɐn ´dzy	
文件	ˌmɐn ´gin	
文件夾	ˌmɐn ´gin ¯gap	
文稿	ˌmɐn ´gou	
文選	ˌmɐn ´syn	
文選集	ˌmɐn ´syn _dzap	
文采	ˌmɐn ´tsɔi	
文房	ˌmɐn ˌfɔŋ	
文房四寶	ˌmɐn ˌfɔŋ ¯sei ´bou	
民航	ˌmɐn ˌhɔŋ	
文言文	ˌmɐn ˌjin ˌmɐn	
文人	ˌmɐn ˌjɐn	
民營	ˌmɐn ˌjɪŋ	
民權	ˌmɐn ˌkyn	
民權主義	ˌmɐn ˌkyn ´dzy _ji	
文盲	ˌmɐn ˌmaŋ	
文盲率	ˌmɐn ˌmaŋ _lœt	
聞名	ˌmɐn ˌmɪŋ	
文明	ˌmɐn ˌmɪŋ	
文明病	ˌmɐn ˌmɪŋ _bɪŋ	
文明國家	ˌmɐn ˌmɪŋ ¯gwɔk 'ga	
文明史	ˌmɐn ˌmɪŋ ´si	
聞名遐邇	ˌmɐn ˌmɪŋ ˌha ˏji	
文明人	ˌmɐn ˌmɪŋ ˌjɐn	
文明社會	ˌmɐn ˌmɪŋ ˏsɛ _wui	
文憑	ˌmɐn ˌpɐŋ	
文壇	ˌmɐn ˌtan	
文壇巨擘	ˌmɐn ˌtan _gœy ¯mak	
紋理	ˌmɐn ˏlei	
文武	ˌmɐn ˏmou	
文雅	ˌmɐn ˏŋa	
牟利	ˌmɐu _lei	
謀略	ˌmɐu _lœk	
謀殺	ˌmɐu ¯sat	
謀殺罪	ˌmɐu ¯sat _dzœy	
謀殺案	ˌmɐu ¯sat ¯ɔn	
牟取	ˌmɐu ´tsœy	
盟	ˌmɐŋ	不通的
盟邦	ˌmɐŋ 'bɔŋ	
盟軍	ˌmɐŋ 'gwɐn	
盟書	ˌmɐŋ 'sy	
盟塞	ˌmɐŋ 'sɐk	固執，執著，閉塞，落後，不開通，孤陋寡聞，不明事理，一竅不通，思想閉塞
盟鼻	ˌmɐŋ _bei	鼻塞
盟誓	ˌmɐŋ _sɐi	
萌發	ˌmɐŋ ¯fat	
盟國	ˌmɐŋ ¯gwɔk	
盟約	ˌmɐŋ ¯jœk	
盟晒	ˌmɐŋ ¯sai	鼻塞
盟主	ˌmɐŋ ´dzy	
盟籠	ˌmɐŋ ´lʊŋ	密封住，悶住，堵塞，中間不通，兩頭堵死
盟員	ˌmɐŋ ˌjyn	
盟旗	ˌmɐŋ ˌkei	
萌芽	ˌmɐŋ ˌŋa	
盟友	ˌmɐŋ ˏjɐu	
蘑菇	ˌmɔ 'gu	
磨礪	ˌmɔ _lɐi	
磨蹭	ˌmɔ ¯sɐŋ	
饃饃	ˌmɔ ˌmɔ	
忙中有錯	ˌmɔŋ 'dzʊŋ ˏjɐu ¯tsɔ	
忙得不可開交	ˌmɔŋ 'dɐk 'bɐt ´hɔ 'hɔi 'gau	
忙得暈頭轉向	ˌmɔŋ 'dɐk ˌwɐn ˌtɐu ¯dzyn ¯hœŋ	
忙於	ˌmɔŋ 'jy	
盲音	ˌmɔŋ 'jɐm	
忙碌	ˌmɔŋ 'lʊk	
莽撞	ˌmɔŋ _dzɔŋ	
忙亂	ˌmɔŋ _lyn	
亡命	ˌmɔŋ _mɪŋ	
亡命之徒	ˌmɔŋ _mɪŋ 'dzi ˌtou	
亡命徒	ˌmɔŋ _mɪŋ ˌtou	
忙到死	ˌmɔŋ ¯dou ´sei	忙死了，非常忙碌
忘記	ˌmɔŋ ¯gei	
亡國	ˌmɔŋ ¯gwɔk	
亡國之音	ˌmɔŋ ¯gwɔk 'dzi 'jɐm	
亡國滅種	ˌmɔŋ ¯gwɔk _mit ´dzʊŋ	
亡國奴	ˌmɔŋ ¯gwɔk ˌnou	
忘卻	ˌmɔŋ ¯kœk	
茫然	ˌmɔŋ ˌjin	
亡羊補牢	ˌmɔŋ ˌjœŋ ´bou ˌlou	
亡靈	ˌmɔŋ ˌlɪŋ	
忙忙碌碌	ˌmɔŋ ˌmɔŋ 'lʊk 'lʊk	
亡魂	ˌmɔŋ ˌwɐn	
忙裡偷閒	ˌmɔŋ ˏlœy 'tɐu ˌhan	
明	ˌmɪŋ	懂，明白
名錶	ˌmɪŋ 'biu	
名不虛傳	ˌmɪŋ 'bɐt 'hœy ˌtsyn	
名不正則言不順	ˌmɪŋ 'bɐt ¯dzɪŋ 'dzɐk ˌjin 'bɐt _sœn	
名不符實	ˌmɪŋ 'bɐt ˌfu _sɐt	
名單	ˌmɪŋ 'dan	
明知	ˌmɪŋ 'dzi	
明知故犯	ˌmɪŋ 'dzi ¯gu _fan	
明知故問	ˌmɪŋ 'dzi ¯gu _mɐn	
明珠	ˌmɪŋ 'dzy	
明珠暗投	ˌmɪŋ 'dzy ¯ɐm ˌtɐu	
明爭	ˌmɪŋ 'dzɐŋ	
明爭暗鬥	ˌmɪŋ 'dzɐŋ ¯ɐm ¯dɐu	
明燈	ˌmɪŋ 'dɐŋ	
名花	ˌmɪŋ 'fa	
名花有主	ˌmɪŋ 'fa ˏjɐu ´dzy	
冥間	ˌmɪŋ 'gan	
明膠	ˌmɪŋ 'gau	
明光	ˌmɪŋ 'gwɔŋ	
名醫	ˌmɪŋ 'ji	
明於觀人，暗於察己	ˌmɪŋ 'jy 'gun ˌjɐn ¯ɐm 'jy ¯tsat ´gei	
明溝	ˌmɪŋ 'kɐu	
明溝暗渠	ˌmɪŋ 'kɐu ¯ɐm ˌkœy	
名曲	ˌmɪŋ 'kʊk	
名師	ˌmɪŋ 'si	
冥思	ˌmɪŋ 'si	
名師出高徒	ˌmɪŋ 'si 'tsœt 'gou ˌtou	
明晰	ˌmɪŋ 'sik	
明心見性	ˌmɪŋ 'sɐm ¯gin ¯sɪŋ	
名聲	ˌmɪŋ 'sɪŋ	
明星	ˌmɪŋ 'sɪŋ	
明升暗降	ˌmɪŋ 'sɪŋ ¯ɐm ¯gɔŋ	
名聲遠播	ˌmɪŋ 'sɪŋ ˏjyn ¯bɔ	
明天	ˌmɪŋ 'tin	
冥鈔	ˌmɪŋ 'tsau	
明窗淨几	ˌmɪŋ 'tsœŋ _dzɪŋ 'gei	
明槍易躲	ˌmɪŋ 'tsœŋ _ji ´dɔ	
明槍易躲暗箭難防	ˌmɪŋ 'tsœŋ _ji ´dɔ ¯ɐm ¯dzin ˌnan ˌfɔŋ	
明槍暗箭	ˌmɪŋ 'tsœŋ ¯ɐm ¯dzin	
名車	ˌmɪŋ 'tsɛ	
名稱	ˌmɪŋ 'tsɪŋ	
明白	ˌmɪŋ _bak	
明白人	ˌmɪŋ _bak ˌjɐn	
明斷	ˌmɪŋ _dyn	
名字	ˌmɪŋ _dzi	
明淨	ˌmɪŋ _dzɪŋ	
明代	ˌmɪŋ _dɔi	
名校	ˌmɪŋ _hau	
名號	ˌmɪŋ _hou	
名義	ˌmɪŋ _ji	
名義工資	ˌmɪŋ _ji 'gʊŋ 'dzi	
名義上	ˌmɪŋ _ji _sœŋ	
明艷	ˌmɪŋ _jim	
明艷照人	ˌmɪŋ _jim ¯dziu ˌjɐn	
明喻	ˌmɪŋ _jy	
名譽	ˌmɪŋ _jy	
名譽會長	ˌmɪŋ _jy _wui ´dzœŋ	
名譽博士	ˌmɪŋ _jy ¯bɔk _si	
名媛	ˌmɪŋ _jyn	
明月	ˌmɪŋ _jyt	
明若觀火	ˌmɪŋ _jœk 'gun ´fɔ	
名利	ˌmɪŋ _lei	
名利雙收	ˌmɪŋ _lei 'sœŋ 'sɐu	
名列前矛	ˌmɪŋ _lit ˌtsin ˌmau	
名列前茅	ˌmɪŋ _lit ˌtsin ˌmau	
明亮	ˌmɪŋ _lœŋ	
名落孫山	ˌmɪŋ _lɔk 'syn 'san	
明令	ˌmɪŋ _lɪŋ	
明媚	ˌmɪŋ _mei	
明滅	ˌmɪŋ _mit	
名望	ˌmɪŋ _mɔŋ	
瞑目	ˌmɪŋ _mʊk	
名目	ˌmɪŋ _mʊk	
明目	ˌmɪŋ _mʊk	
明目張膽	ˌmɪŋ _mʊk 'dzœŋ ´dam	
名目繁多	ˌmɪŋ _mʊk ˌfan 'dɔ	
明示	ˌmɪŋ _si	
名額	ˌmɪŋ _ŋak	
冥誕	ˌmɪŋ ¯dan	
明志	ˌmɪŋ ¯dzi	
明智	ˌmɪŋ ¯dzi	
明智之舉	ˌmɪŋ ¯dzi 'dzi ´gœy	
名節	ˌmɪŋ ¯dzit	
明哲	ˌmɪŋ ¯dzit	
明哲保身	ˌmɪŋ ¯dzit ´bou 'sɐn	
名著	ˌmɪŋ ¯dzy	
名將	ˌmɪŋ ¯dzœŋ	
明政	ˌmɪŋ ¯dzɪŋ	
明證	ˌmɪŋ ¯dzɪŋ	
名正言順	ˌmɪŋ ¯dzɪŋ ˌjin _sœn	
明快	ˌmɪŋ ¯fai	
名副其實	ˌmɪŋ ¯fu ˌkei _sɐt	
明鑑	ˌmɪŋ ¯gam	
銘記	ˌmɪŋ ¯gei	
鳴叫	ˌmɪŋ ¯giu	
名貴	ˌmɪŋ ¯gwɐi	
名過其實	ˌmɪŋ ¯gwɔ ˌkei _sɐt	
明降暗升	ˌmɪŋ ¯gɔŋ ¯ɐm 'sɪŋ	
明鏡	ˌmɪŋ ¯gɛŋ	
明鏡高懸	ˌmɪŋ ¯gɛŋ 'gou ˌjyn	
名氣	ˌmɪŋ ¯hei	
明棄暗取	ˌmɪŋ ¯hei ¯ɐm ´tsœy	
明確	ˌmɪŋ ¯kɔk	
明確性	ˌmɪŋ ¯kɔk ¯sɪŋ	
名片	ˌmɪŋ ¯pin	
明信片	ˌmɪŋ ¯sœn ´pin	
明細	ˌmɪŋ ¯sɐi	
明細帳	ˌmɪŋ ¯sɐi ¯dzœŋ	
明細表	ˌmɪŋ ¯sɐi ´biu	
名勝	ˌmɪŋ ¯sɪŋ	
名勝古跡	ˌmɪŋ ¯sɪŋ ´gu 'dzik	
明察	ˌmɪŋ ¯tsat	
明察秋毫	ˌmɪŋ ¯tsat 'tsɐu ˌhou	
明察暗訪	ˌmɪŋ ¯tsat ¯ɐm ´fɔŋ	
名次	ˌmɪŋ ¯tsi	
名次表	ˌmɪŋ ¯tsi ´biu	
明澈	ˌmɪŋ ¯tsit	
明澈如鏡	ˌmɪŋ ¯tsit ˌjy ¯gɛŋ	
名菜	ˌmɪŋ ¯tsɔi	
明暗	ˌmɪŋ ¯ɐm	
明擺	ˌmɪŋ ´bai	
明擺著	ˌmɪŋ ´bai _dzœk	
冥紙	ˌmɪŋ ´dzi	
名嘴	ˌmɪŋ ´dzœy	
名酒	ˌmɪŋ ´dzɐu	
明火白粥	ˌmɪŋ ´fɔ _bak 'dzʊk	猛火煮的稀飯
明顯	ˌmɪŋ ´hin	
冥想	ˌmɪŋ ´sœŋ	
明礬	ˌmɪŋ ˌfan	
明礬石	ˌmɪŋ ˌfan _sɛk	
名符其實	ˌmɪŋ ˌfu ˌkei _sɐt	
明言	ˌmɪŋ ˌjin	
名言	ˌmɪŋ ˌjin	
名言錄	ˌmɪŋ ˌjin _lʊk	
名揚四海	ˌmɪŋ ˌjœŋ ¯sei ´hɔi	
明人	ˌmɪŋ ˌjɐn	
名人	ˌmɪŋ ˌjɐn	
明人不做暗事	ˌmɪŋ ˌjɐn 'bɐt _dzou ¯ɐm _si	
明人不說暗話	ˌmɪŋ ˌjɐn 'bɐt ¯syt ¯ɐm ´wa	
名人錄	ˌmɪŋ ˌjɐn _lʊk	
明渠	ˌmɪŋ ˌkœy	
明瞭	ˌmɪŋ ˌliu	
名流	ˌmɪŋ ˌlɐu	
明媒正娶	ˌmɪŋ ˌmui ¯dzɪŋ ´tsœy	
名門	ˌmɪŋ ˌmun	
名門閨秀	ˌmɪŋ ˌmun 'gwɐi ¯sɐu	
名門貴族	ˌmɪŋ ˌmun ¯gwɐi _dzʊk	
名門世家	ˌmɪŋ ˌmun ¯sɐi 'ga	
明文	ˌmɪŋ ˌmɐn	
名聞中外	ˌmɪŋ ˌmɐn 'dzʊŋ _ŋɔi	
明文規定	ˌmɪŋ ˌmɐn 'kwɐi _dɪŋ	
名聞遐邇	ˌmɪŋ ˌmɐn ˌha ˏji	
明眸	ˌmɪŋ ˌmɐu	
明眸皓齒	ˌmɪŋ ˌmɐu _hou ´tsi	
明眸皓齒	ˌmɪŋ ˌmɐu _hou ´tsi	
明明	ˌmɪŋ ˌmɪŋ	
冥冥	ˌmɪŋ ˌmɪŋ	
冥冥之中	ˌmɪŋ ˌmɪŋ 'dzi 'dzʊŋ	
明明白白	ˌmɪŋ ˌmɪŋ _bak _bak	
明唔明	ˌmɪŋ ˌm̩ ˌmɪŋ	懂不懂
明年	ˌmɪŋ ˌnin	
