开放粤语词典（黄锡凌数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
随机	tsœy4 gei1	
随机应变	tsœy4 gei1 jɪŋ3 bin3	
随叫随到	tsœy4 giu3 tsœy4 dou3	
除鞋	tsœy4 hai4	脱鞋子
随口	tsœy4 hɐu2	
随行	tsœy4 hɐŋ4	
随行人员	tsœy4 hɐŋ4 jɐn4 jyn4	
随意	tsœy4 ji3	
随意肌	tsœy4 ji3 gei1	
随遇而安	tsœy4 jy6 ji4 ɔn1	
随缘	tsœy4 jyn4	
除晒衫	tsœy4 sai3 sam1	脱光了衣服
除衫	tsœy4 sam1	脱衣服
除衫裤	tsœy4 sam1 fu3	脱衣裤
随时	tsœy4 si4	
随时欢迎	tsœy4 si4 fun1 jɪŋ4	
随时奉陪	tsœy4 si4 fʊŋ6 pui4	
随时随地	tsœy4 si4 tsœy4 dei6	
除恤衫	tsœy4 sœt7 sam1	脱衬衫
随心所欲	tsœy4 sɐm1 sɔ2 jʊk9	
随身	tsœy4 sɐn1	
随身行李	tsœy4 sɐn1 hɐŋ4 lei5	
随身携带	tsœy4 sɐn1 kwɐi4 dai3	
随身侍从	tsœy4 sɐn1 si6 tsʊŋ4	
随身听	tsœy4 sɐn1 tɛŋ1	
随手	tsœy4 sɐu2	
隋朝	tsœy4 tsiu4	
随处	tsœy4 tsy3	
随传随到	tsœy4 tsyn4 tsœy4 dou3	
徐徐	tsœy4 tsœy4	
随随便便	tsœy4 tsœy4 bin6 bin6	
随从	tsœy4 tsʊŋ4	
随从人员	tsœy4 tsʊŋ4 jɐn4 jyn4	
隋唐	tsœy4 tɔŋ4	
随同	tsœy4 tʊŋ4	
徐缓	tsœy4 wun4	
随和	tsœy4 wɔ4	
窗	tsœŋ1	窗户
枪把	tsœŋ1 ba2	
枪靶	tsœŋ1 ba2	
枪毙	tsœŋ1 bɐi6	
枪弹	tsœŋ1 dan2	
枪战	tsœŋ1 dzin3	
娼妓	tsœŋ1 gei6	
枪击	tsœŋ1 gik7	
枪管	tsœŋ1 gun2	
枪杆	tsœŋ1 gɔn2	
枪械	tsœŋ1 hai6	
枪口	tsœŋ1 hɐu2	
窗口	tsœŋ1 hɐu2	窗户
鲳鱼	tsœŋ1 jy4	
窗框	tsœŋ1 kwaŋ1	
猖狂	tsœŋ1 kwɔŋ4	
枪决	tsœŋ1 kyt8	
猖獗	tsœŋ1 kyt8	
窗帘	tsœŋ1 lim4	
枪林弹雨	tsœŋ1 lɐm4 dan2 jy5	
窗櫺	tsœŋ1 lɪŋ4	
窗幔	tsœŋ1 man6	
枪炮	tsœŋ1 pau3	
枪炮声	tsœŋ1 pau3 sɪŋ1	
枪杀	tsœŋ1 sat8	
枪杀	tsœŋ1 sat8	
枪伤	tsœŋ1 sœŋ1	
枪手	tsœŋ1 sɐu2	
枪声	tsœŋ1 sɪŋ1	
昌盛	tsœŋ1 sɪŋ6	
锵锵	tsœŋ1 tsœŋ1	
枪托	tsœŋ1 tɔk8	
枪膛	tsœŋ1 tɔŋ4	
窗帷	tsœŋ1 wɐi4	
枪案	tsœŋ1 ɔn3	
抢夺	tsœŋ2 dyt9	
抢占	tsœŋ2 dzim3	
抢走	tsœŋ2 dzɐu2	
抢翻	tsœŋ2 fan1	抢回
抢匪	tsœŋ2 fei2	
抢劫	tsœŋ2 gip8	
抢劫犯	tsœŋ2 gip8 fan2	
抢光	tsœŋ2 gwɔŋ1	
抢救	tsœŋ2 gɐu3	
抢镜头	tsœŋ2 gɛŋ3 tɐu4	
抢攻	tsœŋ2 gʊŋ1	
抢去	tsœŋ2 hœy3	
抢人	tsœŋ2 jɐn4	
抢购	tsœŋ2 kɐu3	
抢购一空	tsœŋ2 kɐu3 jɐt7 hʊŋ1	
抢掠	tsœŋ2 lœk9	
抢先	tsœŋ2 sin1	
抢先一步	tsœŋ2 sin1 jɐt7 bou6	
抢上风	tsœŋ2 sœŋ6 fʊŋ1	
抢修	tsœŋ2 sɐu1	
抢手	tsœŋ2 sɐu2	畅销
抢手	tsœŋ2 sɐu2	
抢手货	tsœŋ2 sɐu2 fɔ3	热门货，畅销货
抢滩	tsœŋ2 tan1	
抢眼	tsœŋ2 ŋan5	显眼
抢眼	tsœŋ2 ŋan5	
抢案	tsœŋ2 ɔn3	
畅	tsœŋ3	破开
唱	tsœŋ3	胡说，批评，贬损，背后议论，到处说某人的坏话
唱碟	tsœŋ3 dip2	专辑，唱片，音乐专辑
倡导	tsœŋ3 dou6	
倡导者	tsœŋ3 dou6 dzɛ2	
唱反调	tsœŋ3 fan2 diu6	
唱高调	tsœŋ3 gou1 diu6	
唱歌	tsœŋ3 gɔ1	
倡议	tsœŋ3 ji5	
倡言	tsœŋ3 jin4	
唱K	tsœŋ3 kei1	唱卡拉OK
怅惘	tsœŋ3 mɔŋ5	
畅唔开	tsœŋ3 m̩4 hɔi1	破不开，找不开
唱片	tsœŋ3 pin2	
畅散纸	tsœŋ3 san2 dzi2	破零票，换零票
唱诗班	tsœŋ3 si1 ban1	
畅销	tsœŋ3 siu1	
畅销书	tsœŋ3 siu1 sy1	
唱衰	tsœŋ3 sœy1	到处说人坏话，到处说别人的不是，到处去诋毁别人，背后议论他人
唱衰佢	tsœŋ3 sœy1 kœy5	到处说他的不是，到处说他的坏话，到处诋毁他
畅钱	tsœŋ3 tsin2	找零钱给别人
墙	tsœŋ4	墙壁，墙
长板凳	tsœŋ4 ban2 dɐŋ3	
长臂猿	tsœŋ4 bei3 jyn4	
详备	tsœŋ4 bei6	
墙壁	tsœŋ4 bik7	
长波	tsœŋ4 bɔ1	
长柄	tsœŋ4 bɛŋ3	
长达	tsœŋ4 dat9	
肠道	tsœŋ4 dou6	
长度	tsœŋ4 dou6	
长短	tsœŋ4 dyn2	
详尽	tsœŋ4 dzœn6	
长袖	tsœŋ4 dzɐu6	
长征	tsœŋ4 dzɪŋ1	
长征军	tsœŋ4 dzɪŋ1 gwɐn1	
长凳	tsœŋ4 dɐŋ3	
长笛	tsœŋ4 dɛk9	
长裤	tsœŋ4 fu3	
长方形	tsœŋ4 fɔŋ1 jɪŋ4	
长假	tsœŋ4 ga3	
长剑	tsœŋ4 gim3	
肠管	tsœŋ4 gun2	
长久	tsœŋ4 gɐu2	
墙旮旯	tsœŋ4 gɔ1 lɔ1	
长江	tsœŋ4 gɔŋ1	
长江后浪推前浪	tsœŋ4 gɔŋ1 hɐu6 lɔŋ6 tœy1 tsin4 lɔŋ6	
长颈鹿	tsœŋ4 gɛŋ2 lʊk9	
长径	tsœŋ4 gɪŋ3	
长气	tsœŋ4 hei3	啰唆，健谈，唠叨，絮叨
长气袋	tsœŋ4 hei3 dɔi6	很啰嗦的人，唠叨不休的人
长吁短叹	tsœŋ4 hœy1 dyn2 tan3	
场合	tsœŋ4 hɐp9	
长椅	tsœŋ4 ji2	
肠炎	tsœŋ4 jim4	
长圆	tsœŋ4 jyn4	
长远	tsœŋ4 jyn5	
长揖	tsœŋ4 jɐp7	
长形	tsœŋ4 jɪŋ4	
长期	tsœŋ4 kei4	
长期投资	tsœŋ4 kei4 tɐu4 dzi1	
长裙	tsœŋ4 kwɐn4	
详略	tsœŋ4 lœk9	
长矛	tsœŋ4 mau4	
蔷薇	tsœŋ4 mei4	
长尾	tsœŋ4 mei5	
长眠	tsœŋ4 min4	
场面	tsœŋ4 min6	
长袜	tsœŋ4 mɐt9	
长命	tsœŋ4 mɪŋ6	
长年	tsœŋ4 nin4	
长跑	tsœŋ4 pau2	
长篇	tsœŋ4 pin1	
长篇大论	tsœŋ4 pin1 dai6 lœn6	
长篇小说	tsœŋ4 pin1 siu2 syt8	
长袍	tsœŋ4 pou4	
长袍马褂	tsœŋ4 pou4 ma5 gwa3	
详悉	tsœŋ4 sik7	
长须鲸	tsœŋ4 sou1 kɪŋ4	
详述	tsœŋ4 sœt9	
祥瑞	tsœŋ4 sœy6	
详细	tsœŋ4 sɐi3	
翔实	tsœŋ4 sɐt9	
详实	tsœŋ4 sɐt9	
长寿	tsœŋ4 sɐu6	
长生不老	tsœŋ4 sɐŋ1 bɐt7 lou5	
场所	tsœŋ4 sɔ2	
长射程	tsœŋ4 sɛ6 tsɪŋ4	
长叹	tsœŋ4 tan3	
长叹一声	tsœŋ4 tan3 jɐt7 sɪŋ1	
长条	tsœŋ4 tiu4	
长条形	tsœŋ4 tiu4 jɪŋ4	
长途跋涉	tsœŋ4 tou4 bɐt9 sip8	
长途电话	tsœŋ4 tou4 din6 wa2	
长途飞行	tsœŋ4 tou4 fei1 hɐŋ4	
长途旅行	tsœŋ4 tou4 lœy5 hɐŋ4	
详查	tsœŋ4 tsa4	
长存	tsœŋ4 tsyn4	
长春藤	tsœŋ4 tsœn1 tɐŋ4	
长枪	tsœŋ4 tsœŋ1	
长程	tsœŋ4 tsɪŋ4	
详情	tsœŋ4 tsɪŋ4	
长程飞弹	tsœŋ4 tsɪŋ4 fei1 dan6	
长统靴	tsœŋ4 tʊŋ2 hɛu1	
长统袜	tsœŋ4 tʊŋ2 mɐt9	
长话短说	tsœŋ4 wa2 dyn2 syt8	
肠胃	tsœŋ4 wɐi6	
肠胃炎	tsœŋ4 wɐi6 jim4	
祥云	tsœŋ4 wɐn4	
妻儿	tsɐi1 ji4	
妻儿老小	tsɐi1 ji4 lou5 siu2	
妻离子散	tsɐi1 lei4 dzi2 san3	
凄凉	tsɐi1 lœŋ4	可怜
栖息	tsɐi1 sik7	
栖息处	tsɐi1 sik7 tsy3	
凄惨	tsɐi1 tsam2	
妻妾	tsɐi1 tsip8	
凄恻	tsɐi1 tsɐk7	
砌图	tsɐi3 tou4	拼图
沏茶	tsɐi3 tsa4	
齐整	tsɐi4 dzɪŋ2	整齐
齐全	tsɐi4 tsyn4	
齐头数	tsɐi4 tɐu4 sou3	整数
测验	tsɐk7 jim6	
恻隐	tsɐk7 jɐn2	
测量	tsɐk7 lœŋ4	
测试	tsɐk7 si3	
侵夺	tsɐm1 dyt9	
侵袭	tsɐm1 dzap9	
侵占	tsɐm1 dzim3	
侵早	tsɐm1 dzou2	清早，清晨
侵犯	tsɐm1 fan6	
侵害	tsɐm1 hɔi6	
侵扰	tsɐm1 jiu2	
侵越	tsɐm1 jyt9	
侵入	tsɐm1 jɐp9	
侵入体	tsɐm1 jɐp9 tɐi2	
侵权	tsɐm1 kyn4	
侵略	tsɐm1 lœk9	
侵略战争	tsɐm1 lœk9 dzin3 dzɐŋ1	
侵略者	tsɐm1 lœk9 dzɛ2	
侵略国	tsɐm1 lœk9 gwɔk8	
侵略性	tsɐm1 lœk9 sɪŋ3	
侵蚀	tsɐm1 sik9	
参差不齐	tsɐm1 tsi1 bɐt7 tsɐi4	
寝室	tsɐm2 sɐt7	
谮	tsɐm3	罗嗦，囉唆，唠叨
谮赵	tsɐm3 dziu6	罗嗦，囉唆，唠叨
谮醉	tsɐm3 dzœy3	罗嗦，囉唆，唠叨
谮气	tsɐm3 hei3	罗嗦，囉唆，唠叨
谶言	tsɐm3 jin4	
沉淀	tsɐm4 din6	
寻找	tsɐm4 dzau2	
沉滓	tsɐm4 dzi2	
寻欢	tsɐm4 fun1	
寻欢作乐	tsɐm4 fun1 dzɔk8 lɔk9	
寻访	tsɐm4 fɔŋ2	
寻根	tsɐm4 gɐn1	
寻香	tsɐm4 hœŋ1	
寻开心	tsɐm4 hɔi1 sɐm1	
鲟鱼	tsɐm4 jy4	
寻人	tsɐm4 jɐn4	
寻人启事	tsɐm4 jɐn4 kɐi2 si6	
寻日	tsɐm4 jɐt9	昨天
寻求	tsɐm4 kɐu4	
沉沦	tsɐm4 lœn4	
寻乐	tsɐm4 lɔk9	
荨麻疹	tsɐm4 ma4 dzɐn2	
寻觅	tsɐm4 mik9	
沉没	tsɐm4 mut9	
沉迷	tsɐm4 mɐi4	
沉默	tsɐm4 mɐk9	
寻问	tsɐm4 mɐn6	
寻梦	tsɐm4 mʊŋ6	
寻死	tsɐm4 sei2	
寻思	tsɐm4 si1	
寻常	tsɐm4 sœŋ4	
寻寻觅觅	tsɐm4 tsɐm4 mik9 mik9	
寻亲	tsɐm4 tsɐn1	
沉重	tsɐm4 tsʊŋ5	
寻获	tsɐm4 wɔk9	
亲笔	tsɐn1 bɐt7	
亲笔信	tsɐn1 bɐt7 sœn3	
亲笔签名	tsɐn1 bɐt7 tsim1 mɪŋ4	
亲自	tsɐn1 dzi6	
亲自下厨	tsɐn1 dzi6 ha6 tsy4	亲手做菜
亲见	tsɐn1 gin3	
亲骨肉	tsɐn1 gwɐt7 jʊk9	
亲近	tsɐn1 gɐn6	
亲兄弟明算帐	tsɐn1 hɪŋ1 dɐi6 mɪŋ4 syn3 dzœŋ3	
亲热	tsɐn1 jit9	
亲如手足	tsɐn1 jy4 sɐu2 dzʊk7	
亲人	tsɐn1 jɐn4	
亲友	tsɐn1 jɐu5	
亲历其境	tsɐn1 lik9 kei4 gɪŋ2	
亲临	tsɐn1 lɐm4	
亲临现场	tsɐn1 lɐm4 jin6 tsœŋ4	
亲民	tsɐn1 mɐn4	
亲吻	tsɐn1 mɐn5	
亲密	tsɐn1 mɐt9	
亲密关系	tsɐn1 mɐt9 gwan1 hɐi6	
亲昵	tsɐn1 nik7	
亲昵	tsɐn1 nik7	
亲朋好友	tsɐn1 pɐŋ4 hou2 jɐu5	
亲善	tsɐn1 sin6	
亲信	tsɐn1 sœn3	
亲身	tsɐn1 sɐn1	
亲身经历	tsɐn1 sɐn1 gɪŋ1 lik9	
亲生	tsɐn1 sɐŋ1	
亲生父母	tsɐn1 sɐŋ1 fu6 mou5	
亲属	tsɐn1 sʊk9	
亲属关系	tsɐn1 sʊk9 gwan1 hɐi6	
亲戚	tsɐn1 tsik7	
亲戚到	tsɐn1 tsik7 dou3	来月经
亲戚关系	tsɐn1 tsik7 gwan1 hɐi6	
亲戚巾	tsɐn1 tsik7 gɐn1	卫生巾
亲切	tsɐn1 tsit8	
亲情	tsɐn1 tsɪŋ4	
亲和	tsɐn1 wɔ4	
亲和力	tsɐn1 wɔ4 lik9	
亲王	tsɐn1 wɔŋ4	
亲眼	tsɐn1 ŋan5	
亲眼所见	tsɐn1 ŋan5 sɔ2 gin3	
亲爱	tsɐn1 ɔi3	
亲爱的	tsɐn1 ɔi3 dik7	
缜密	tsɐn2 mɐt9	
衬	tsɐn3	配，合适
趁早	tsɐn3 dzou2	
趁火打劫	tsɐn3 fɔ2 da2 gip8	
趁风使艃	tsɐn3 fʊŋ1 sɐi2 lei5	见风使舵，趁热打铁
趁机	tsɐn3 gei1	
趁机行事	tsɐn3 gei1 hɐŋ4 si6	
趁高兴	tsɐn3 gou1 hɪŋ3	凑热闹
趁墟	tsɐn3 hœy1	赶集
趁墟打市	tsɐn3 hœy1 da2 si5	赶集
趁虚而入	tsɐn3 hœy1 ji4 jɐp9	
趁热	tsɐn3 jit9	
趁热打铁	tsɐn3 jit9 da2 tit8	
趁热闹	tsɐn3 jit9 nau6	凑热闹
趁热食	tsɐn3 jit9 sik9	趁热吃
趁人之危	tsɐn3 jɐn4 dzi1 ŋɐi4	
趁佢病，攞佢命	tsɐn3 kœy5 bɛŋ6 lɔ2 kœy5 mɛŋ6	趁他病取他命，落井下石，打落水狗
衬里	tsɐn3 lei5	里子，衣服的内层
衬衫	tsɐn3 sam1	
趁势	tsɐn3 sɐi3	
趁手	tsɐn3 sɐu2	顺手
衬托	tsɐn3 tɔk8	
尘	tsɐn4	傲慢，嚣张，轻浮
尘	tsɐn4	尘土，尘埃，灰尘
尘俗	tsɐn4 dzʊk9	
尘封	tsɐn4 fʊŋ1	
陈谷子烂芝麻	tsɐn4 gʊk7 dzi2 lan6 dzi1 ma4	
尘嚣	tsɐn4 hiu1	
陈腔滥调	tsɐn4 hɔŋ1 lam6 diu6	
陈皮	tsɐn4 pei4	旧的
陈皮嘢	tsɐn4 pei4 jɛ5	旧的东西
陈述	tsɐn4 sœt9	
尘土	tsɐn4 tou2	
尘土飞扬	tsɐn4 tou2 fei1 jœŋ4	
陈词滥调	tsɐn4 tsi4 lam6 diu6	
尘埃	tsɐn4 ɔi1	
尘埃落定	tsɐn4 ɔi1 lɔk9 dɪŋ6	
漆	tsɐt7	油漆
七百	tsɐt7 bak8	
七步之才	tsɐt7 bou6 dzi1 tsɔi4	
七步奇才	tsɐt7 bou6 kei4 tsɔi4	
七步诗	tsɐt7 bou6 si1	
七步成诗	tsɐt7 bou6 sɪŋ4 si1	
七点	tsɐt7 dim2	
七点钟	tsɐt7 dim2 dzʊŋ1	
七颠八倒	tsɐt7 din1 bat8 dou2	
七夕	tsɐt7 dzik9	
七折八扣	tsɐt7 dzit8 bat8 kɐu3	
七早八早	tsɐt7 dzou2 bat8 dzou2	
七嘴八舌	tsɐt7 dzœy2 bat8 sit8	
七荤八素	tsɐt7 fɐn1 bat8 sou3	
七拐八拐	tsɐt7 gwai2 bat8 gwai2	
七国咁乱	tsɐt7 gwɔk8 gɐm3 lyn6	乱七八糟，乱成一锅粥，乱成一团糟
七个字	tsɐt7 gɔ3 dzi6	三十五分钟
七巧板	tsɐt7 hau2 ban2	
七窍	tsɐt7 hiu3	
七窍冒烟	tsɐt7 hiu3 mou6 jin1	
七窍生烟	tsɐt7 hiu3 sɐŋ1 jin1	
七行诗	tsɐt7 hɔŋ4 si1	
七孔流血	tsɐt7 hʊŋ2 lɐu4 hyt8	
七孔生烟	tsɐt7 hʊŋ2 sɐŋ1 jin1	
七言	tsɐt7 jin4	
七言绝句	tsɐt7 jin4 dzyt9 gœy3	
七言律诗	tsɐt7 jin4 lœt9 si1	
七言诗	tsɐt7 jin4 si1	
七月	tsɐt7 jyt9	
七月份	tsɐt7 jyt9 fɐn6	
漆油	tsɐt7 jɐu2	油漆
七擒七纵	tsɐt7 kɐm4 tsɐt7 dzʊŋ3	
七级	tsɐt7 kɐp7	
七里香	tsɐt7 lei5 hœŋ1	
七老八十	tsɐt7 lou5 bat8 sɐp9	
七零八落	tsɐt7 lɪŋ4 bat8 lɔk9	
七年之痒	tsɐt7 nin4 dzi1 jœŋ5	
七年级	tsɐt7 nin4 kɐp7	
七扭八歪	tsɐt7 nɐu2 bat8 wai1	
七平八稳	tsɐt7 pɪŋ4 bat8 wɐn2	
七十	tsɐt7 sɐp9	
七十二变	tsɐt7 sɐp9 ji6 bin3	
七手八脚	tsɐt7 sɐu2 bat8 gœk8	
七七八八	tsɐt7 tsɐt7 bat8 bat8	七八成，八九不离十
七彩缤纷	tsɐt7 tsɔi2 bɐn1 fɐn1	
七尺之驱	tsɐt7 tsɛk8 dzi1 kœy1	
七情六欲	tsɐt7 tsɪŋ4 lʊk9 jʊk9	
七重奏	tsɐt7 tsʊŋ4 dzɐu3	
七重唱	tsɐt7 tsʊŋ4 tsœŋ3	
七横八竖	tsɐt7 waŋ4 bat8 sy6	
揪	tsɐu1	串，嘟噜
秋波	tsɐu1 bɔ1	
秋播	tsɐu1 bɔ3	
抽象	tsɐu1 dzœŋ6	
秋风	tsɐu1 fʊŋ1	
秋风扫落叶	tsɐu1 fʊŋ1 sou3 lɔk9 jip9	
秋耕	tsɐu1 gaŋ1	
秋高气爽	tsɐu1 gou1 hei3 sɔŋ2	
秋季	tsɐu1 gwɐi3	
抽筋	tsɐu1 gɐn1	
秋毫	tsɐu1 hou4	
秋毫无犯	tsɐu1 hou4 mou4 fan6	
秋海棠	tsɐu1 hɔi2 tɔŋ4	
秋意	tsɐu1 ji3	
秋叶	tsɐu1 jip9	
秋雨	tsɐu1 jy5	
抽油	tsɐu1 jɐu2	酱油
秋老虎	tsɐu1 lou5 fu2	
秋令	tsɐu1 lɪŋ6	
秋色	tsɐu1 sik7	
秋色宜人	tsɐu1 sik7 ji4 jɐn4	
秋水	tsɐu1 sœy2	
秋水伊人	tsɐu1 sœy2 ji1 jɐn4	
秋收	tsɐu1 sɐu1	
秋天	tsɐu1 tin1	
鞦韆	tsɐu1 tsin1	
抽搐	tsɐu1 tsʊk7	
抽屉	tsɐu1 tɐi3	
丑	tsɐu2	羞
筹	tsɐu2	号儿，牌儿
丑八怪	tsɐu2 bat8 gwai3	
丑旦	tsɐu2 dan3	
绸仔	tsɐu2 dzɐi2	绸缎
丑化	tsɐu2 fa3	
丑化	tsɐu2 fa3	
丑怪	tsɐu2 gwai3	丑陋，丑
丑角	tsɐu2 gɔk8	
丑颈	tsɐu2 gɛŋ2	脾气坏
丑吓佢	tsɐu2 ha5 kœy5	羞羞他
丑样	tsɐu2 jœŋ4	丑，丑陋
丑人	tsɐu2 jɐn4	
丑陋	tsɐu2 lɐu6	
丑陋	tsɐu2 lɐu6	
丑闻	tsɐu2 mɐn4	
丑死鬼	tsɐu2 sei2 gwɐi2	羞死人了
丑时	tsɐu2 si4	
丑小鸭	tsɐu2 siu2 ap8	
丑态	tsɐu2 tai3	
丑态	tsɐu2 tai3	
丑态百出	tsɐu2 tai3 bak8 tsœt7	
丑态毕露	tsɐu2 tai3 bɐt7 lou6	
丑恶	tsɐu2 ɔk8	
凑	tsɐu3	照顾，照料
臭烹烹	tsɐu3 bɐŋ1 bɐŋ1	臭臭的，臭烘烘
凑大	tsɐu3 dai6	带大，养大
凑仔	tsɐu3 dzɐi2	照顾孩子
臭豆腐	tsɐu3 dɐu6 fu6	
凑合	tsɐu3 hɐp9	
臭亨亨	tsɐu3 hɐŋ1 hɐŋ1	臭臭的，臭烘烘
臭氧	tsɐu3 jœŋ5	
臭鼬	tsɐu3 jɐu6	
凑跷	tsɐu3 kiu2	碰巧
臭饠	tsɐu3 lɔ3	焦臭，煳味
臭骂	tsɐu3 ma6	
凑埋	tsɐu3 mai4	凑够，凑齐
臭美	tsɐu3 mei5	
臭味	tsɐu3 mei6	
糗事	tsɐu3 si6	
凑细蚊仔	tsɐu3 sɐi3 mɐn1 dzɐi2	照料小孩
臭钱	tsɐu3 tsin4	
凑啱	tsɐu3 ŋam1	恰巧，刚好
筹办	tsɐu4 ban6	
筹备	tsɐu4 bei6	
绸缎	tsɐu4 dyn6	
筹资	tsɐu4 dzi1	
囚犯	tsɐu4 fan2	
筹款	tsɐu4 fun2	
囚房	tsɐu4 fɔŋ4	
酬金	tsɐu4 gɐm1	
囚衣	tsɐu4 ji1	
囚人	tsɐu4 jɐn4	
囚牢	tsɐu4 lou4	
筹略	tsɐu4 lœk9	
囚粮	tsɐu4 lœŋ4	
囚笼	tsɐu4 lʊŋ4	
筹募	tsɐu4 mou6	
稠密	tsɐu4 mɐt9	
绸缪	tsɐu4 mɐu4	
泅水	tsɐu4 sœy2	
囚首垢面	tsɐu4 sɐu2 gɐu3 min6	
囚徒	tsɐu4 tou4	
踌躇	tsɐu4 tsy1	
惆怅	tsɐu4 tsœŋ3	
囚车	tsɐu4 tsɛ1	
筹划	tsɐu4 wak9	
曾经	tsɐŋ4 gɪŋ1	
层峦叠嶂	tsɐŋ4 lyn4 dip9 dzœŋ3	
层楼	tsɐŋ4 lɐu4	
层面	tsɐŋ4 min6	
层次	tsɐŋ4 tsi3	
层出不穷	tsɐŋ4 tsœt7 bɐt7 kʊŋ4	
层层包围	tsɐŋ4 tsɐŋ4 bau1 wɐi4	
层层叠叠	tsɐŋ4 tsɐŋ4 dip9 dip9	
初步	tsɔ1 bou6	
初不初	tsɔ1 bɐt7 tsɔ1	起初
初衷	tsɔ1 dzʊŋ1	
初中	tsɔ1 dzʊŋ1	
初中生	tsɔ1 dzʊŋ1 sɐŋ1	
初等	tsɔ1 dɐŋ2	
初冬	tsɔ1 dʊŋ1	
雏妓	tsɔ1 gei6	
初稿	tsɔ1 gou2	
雏鸡	tsɔ1 gɐi1	
初哥	tsɔ1 gɔ1	生手，新手
雏菊	tsɔ1 gʊk7	
初夏	tsɔ1 ha6	
初学	tsɔ1 hɔk9	
初学者	tsɔ1 hɔk9 dzɛ2	
初刊	tsɔ1 hɔn2	
初二	tsɔ1 ji6	
初一	tsɔ1 jɐt7	
初一流流	tsɔ1 jɐt7 lɐu4 lɐu4	大年初一的，正是大年初一
搓揉	tsɔ1 jɐu4	
雏形	tsɔ1 jɪŋ4	
雏型	tsɔ1 jɪŋ4	
初期	tsɔ1 kei4	
初级	tsɔ1 kɐp7	
初级班	tsɔ1 kɐp7 ban1	
初嚟甫到	tsɔ1 lei4 bou6 dou3	新来乍到，初来乍到，刚刚来到
初露锋芒	tsɔ1 lou6 fʊŋ1 mɔŋ4	
初恋	tsɔ1 lyn2	
初恋情人	tsɔ1 lyn2 tsɪŋ4 jɐn4	
初吻	tsɔ1 mɐn5	
雏鸟	tsɔ1 niu5	
初三	tsɔ1 sam1	
初试	tsɔ1 si3	
初时	tsɔ1 si4	
初时	tsɔ1 si4	起初，早先
磋商	tsɔ1 sœŋ1	
初审	tsɔ1 sɐm2	
初生	tsɔ1 sɐŋ1	
初次	tsɔ1 tsi3	
初始	tsɔ1 tsi5	
初春	tsɔ1 tsœn1	
初旬	tsɔ1 tsœn4	
初出茅庐	tsɔ1 tsœt7 mau4 lou4	
初秋	tsɔ1 tsɐu1	
初初	tsɔ1 tsɔ1	起初
初初	tsɔ1 tsɔ1	起初
初赛	tsɔ1 tsɔi3	
初速	tsɔ1 tsʊk7	
初速度	tsɔ1 tsʊk7 dou6	
楚军	tsɔ2 gwɐn1	
楚歌	tsɔ2 gɔ1	
楚河汉界	tsɔ2 hɔ4 hɔn3 gai3	
楚人	tsɔ2 jɐn4	
楚辞	tsɔ2 tsi4	
楚楚动人	tsɔ2 tsɔ2 dʊŋ6 jɐn4	
楚楚可怜	tsɔ2 tsɔ2 hɔ2 lin4	
挫败	tsɔ3 bai6	
锉刀	tsɔ3 dou1	
挫折	tsɔ3 dzit8	
错荡	tsɔ3 dɔŋ6	什么风把你吹来了？
错过	tsɔ3 gwɔ3	
错误	tsɔ3 ŋ̩6	
锄	tsɔ4	背，啃，死背，埋头干
锄大弟	tsɔ4 dai6 di2	一种扑克牌游戏
锄书	tsɔ4 sy1	啃书本
坐低	tsɔ5 dɐi1	坐下
坐定定	tsɔ5 dɪŋ6 dɪŋ6	坐好，坐稳，坐得好好的
坐监	tsɔ5 gam1	坐牢
坐柜面	tsɔ5 gwɐi6 min2	站柜台
坐起身	tsɔ5 hei2 sɐn1	坐起来
坐喺地下	tsɔ5 hɐi2 dei6 ha2	坐在地上
坐月	tsɔ5 jyt9	坐月子
坐企身	tsɔ5 kei5 sɐn1	坐起来
坐唔定	tsɔ5 m̩4 dɪŋ6	坐不住
坐食山崩	tsɔ5 sik9 san1 bɐŋ1	坐吃山空
坐船	tsɔ5 syn4	乘船，坐船
坐车	tsɔ5 tsɛ1	
啋	tsɔi1	呸
啋过你	tsɔi1 gwɔ3 nei5	呸！
啋过你把口	tsɔi1 gwɔ3 nei5 ba2 hɐu2	呸！
啋过你把衰口	tsɔi1 gwɔ3 nei5 ba2 sœy1 hɐu2	呸！
啋过你，大吉利事	tsɔi1 gwɔ3 nei5 dai6 gɐt7 lei6 si6	呸！
睬	tsɔi2	理，理会，理睬
采集	tsɔi2 dzap9	
采访	tsɔi2 fɔŋ2	
彩券	tsɔi2 hyn3	
彩虹	tsɔi2 hʊŋ4	
采用	tsɔi2 jʊŋ6	
采撷	tsɔi2 kit8	
睬佢都傻	tsɔi2 kœy5 dou1 sɔ4	不用管他，傻瓜才理他
采购	tsɔi2 kɐu3	
采纳	tsɔi2 nap9	
睬你都傻	tsɔi2 nei5 dou1 sɔ4	不理你，不理睬你
彩色	tsɔi2 sik7	
彩数	tsɔi2 sou3	运气
彩数	tsɔi2 sou3	运气
采取	tsɔi2 tsœy2	
菜圃	tsɔi3 bou2	
